Well,Test number,Top depth,Base depth,Choke size [mm],Final shut-in pressure [MPa],Final flow pressure [MPa],Bottom hole pressure [MPa],Oil [Sm3/day],Gas [Sm3/day],Oil density [g/cm3],Gas grav. rel.air,GOR [m3/m3],Downhole temperature [Â°C]
30/6-16,2.0,2855.0,2868.0,27.0,0.0,10.0,28.0,710,142000,0.84,0.76,200,0
30/6-17 R,1.0,2401.0,2415.0,14.3,0.0,0.0,0.0,701,110000,0.82,0.66,157,0
30/6-18,1.0,3307.0,3324.0,14.0,0.0,0.0,0.0,609,161970,0.811,0.0,265,126
30/6-18,2.0,3198.0,3210.0,14.0,0.0,0.0,0.0,871,2832,0.0,0.0,0,122
30/6-18,3.0,3164.0,3173.0,14.0,0.0,0.0,0.0,957,189744,0.845,0.705,198,119
30/6-19,1.0,2945.0,2954.0,15.9,0.0,0.0,0.0,564,26000,0.861,0.85,46,0
30/6-19,2.0,2907.0,2932.3,14.3,0.0,0.0,0.0,797,34000,0.833,0.78,52,0
30/6-19,3.0,2876.0,2884.0,20.6,0.0,0.0,0.0,668,25000,0.831,0.86,50,0
30/6-2,1.0,2212.0,2222.0,19.1,0.0,0.0,0.0,191,646000,0.74,0.65,3397,0
30/6-21,1.0,2645.5,2657.5,9.5,0.0,0.0,0.0,342,51000,0.847,0.724,149,106
30/6-22,1.0,2917.0,2036.2,12.7,0.0,0.0,0.0,294,19430,0.829,0.78,68,0
30/6-22,2.0,2908.75,2912.25,12.7,0.0,0.0,0.0,480,31680,0.823,0.765,66,0
30/6-23,1.0,2860.0,2881.0,25.4,0.0,0.0,0.0,1575,74200,0.84,0.0,47,0
30/6-23,2.0,2827.0,2853.0,20.4,0.0,0.0,0.0,849,56500,0.84,0.0,66,0
30/6-23,3.0,2803.0,2812.0,20.4,0.0,0.0,0.0,1040,64200,0.84,0.0,62,0
30/6-3,1.0,2476.0,2486.0,17.5,0.0,0.0,0.0,157,496000,0.742,0.657,3170,0
30/6-3,2.0,2396.0,2407.0,19.1,0.0,0.0,0.0,88,280000,0.72,0.645,3170,0
30/6-4,1.0,2655.0,2665.0,19.5,0.0,0.0,0.0,753,84600,0.855,0.0,112,0
30/6-4,2.0,2630.0,2638.0,24.8,0.0,0.0,0.0,888,89200,0.85,0.0,100,0
30/6-6,1.0,2946.0,2962.0,25.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/6-7,1.0,2729.0,2736.0,31.7,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/6-7,2.0,2711.0,2716.0,22.2,0.0,0.0,0.0,1028,116000,0.85,0.72,113,0
30/6-7,3.0,2681.0,2684.0,12.7,0.0,0.0,0.0,534,65000,0.835,0.7,122,0
30/6-7,4.0,2637.0,2639.0,19.0,0.0,0.0,0.0,1339,146000,0.853,0.7,109,0
30/6-9,1.0,2612.0,2615.0,12.7,0.0,0.0,0.0,529,59000,0.859,0.679,110,103
30/6-9,2.0,2554.0,2559.0,12.7,0.0,0.0,0.0,554,66000,0.857,0.678,118,100
30/6-9,3.0,2537.0,2547.0,11.9,0.0,0.0,0.0,429,52000,0.806,0.675,121,100
30/6-9,4.0,2498.0,2501.0,15.8,0.0,0.0,0.0,200,643000,0.759,0.662,3214,98
30/6-9,5.0,2460.0,2463.0,15.8,0.0,0.0,0.0,189,674000,0.738,0.67,3563,98
30/7-2,1.0,1797.0,1801.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/7-2,2.0,1765.0,1777.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/7-7,1.0,4735.0,4762.0,6.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/7-8 R,1.0,4064.0,4070.0,12.7,0.0,0.0,0.0,445,617590,0.81,0.68,1291,143
30/8-1 SR,1.0,4700.0,4802.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/9-1,1.0,2743.0,2761.0,17.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
30/9-1,2.0,2727.0,2733.0,11.1,0.0,0.0,0.0,325,37000,0.864,0.78,112,0
30/9-1,3.0,2689.0,2692.0,11.1,0.0,0.0,0.0,375,40000,0.85,0.724,105,0
30/9-10,1.0,2757.0,2776.0,15.9,0.0,0.0,0.0,379,421000,0.861,0.754,111,0
30/9-10,2.0,2757.0,2824.0,19.1,0.0,0.0,0.0,986,848000,0.861,0.754,86,0
30/9-13 S,1.0,3086.0,3095.0,19.0,0.0,0.0,0.0,792,120983,0.85,0.73,153,114
30/9-13 S,2.0,3024.0,3073.0,19.0,0.0,0.0,0.0,535,107458,0.84,0.76,201,110
30/9-13 S,3.0,2958.0,2986.0,28.5,0.0,0.0,0.0,90,459522,0.78,0.72,5099,86
30/9-16,1.0,2722.0,2753.0,28.6,0.0,0.0,0.0,1604,264000,0.836,0.0,165,0
30/9-16,2.0,2685.0,2694.0,25.4,0.0,0.0,0.0,283,722000,0.75,0.0,3030,0
30/9-19 A,1.0,3347.0,3363.0,25.4,0.0,0.0,0.0,910,370000,0.0,0.0,0,0
30/9-2 R,1.0,2738.0,2757.0,19.0,11.0,0.0,0.0,0,0,0.0,0.0,0,104
30/9-2 R,2.0,2704.0,2728.0,10.3,0.0,0.0,0.0,401,41000,0.865,0.708,102,107
30/9-2 R,3.0,2685.0,2693.0,11.1,0.0,0.0,0.0,495,51000,0.865,0.695,102,104
30/9-2 R,4.0,2595.0,2604.0,11.1,0.0,0.0,0.0,479,58000,0.842,0.73,120,100
30/9-3 A,1.0,2910.0,2916.0,38.1,0.0,0.0,0.0,800,108000,0.854,0.71,135,0
30/9-4 S,1.0,3416.9,3422.9,28.6,0.0,0.0,0.0,783,158000,0.8,0.8,2025,0
30/9-4 S,2.0,3311.3,3324.3,25.0,0.0,0.0,0.0,334,1100000,0.8,0.7,3384,0
30/9-6,1.0,2637.9,2645.5,7.9,0.0,0.0,0.0,185,17175,0.855,0.698,93,0
30/9-6,2.0,2591.5,2596.5,7.9,0.0,0.0,0.0,166,16980,0.856,0.698,102,0
30/9-7,1.0,2811.0,2822.0,12.7,0.0,0.0,0.0,540,75600,0.849,0.693,140,0
30/9-8 R,1.0,2904.4,2913.4,19.5,0.0,0.0,0.0,0,1100,0.0,0.7,0,63
30/9-8 R,2.0,2837.0,2848.0,25.4,0.0,0.0,0.0,35,0,0.867,0.0,0,15
30/9-8 R,3.0,2825.0,2848.0,12.7,0.0,0.0,0.0,405,28667,0.87,0.78,109,27
30/9-9,1.0,2394.4,2409.4,19.5,0.0,0.0,0.0,946,158000,0.822,0.743,166,100
30/9-9,2.0,2294.6,2310.6,19.5,0.0,0.0,0.0,966,158000,0.82,0.745,164,100
31/2-11,1.0,1681.0,1685.0,50.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/2-11,2.0,1576.0,1582.0,50.8,0.0,0.0,0.0,1240,69000,0.883,0.667,56,0
31/2-12,1.0,1428.0,1452.0,17.5,0.0,0.0,0.0,0,564000,0.0,0.0,0,0
31/2-12,2.0,1385.0,1405.0,17.5,0.0,0.0,0.0,0,684000,0.0,0.0,0,0
31/2-13 S,1.0,1801.0,1807.0,21.0,0.0,0.0,0.0,540,144180,0.88,0.63,267,60
31/2-16 S,1.0,1888.0,2384.0,50.8,4.0,0.0,14.7,1990,89444,0.882,0.638,0,67
31/2-2 R,1.0,1554.0,1556.0,12.7,0.0,0.0,0.0,128,5888,0.904,0.0,46,0
31/2-2 R,2.0,1538.0,1543.0,25.4,0.0,0.0,0.0,34,1501000,0.79,0.0,44147,0
31/2-2 R,3.0,1521.0,1530.0,25.4,0.0,0.0,0.0,0,1407000,0.0,0.0,0,0
31/2-3,1.0,1575.0,1580.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/2-3,2.0,1552.0,1557.0,6.4,0.0,0.0,0.0,14,560,0.91,0.0,40,0
31/2-3,3.0,1495.0,1510.0,50.8,0.0,0.0,0.0,0,914000,0.0,0.0,0,0
31/2-3,4.0,1410.0,1435.0,38.1,0.0,0.0,0.0,0,1133000,0.0,0.0,0,0
31/2-5,1.0,1582.0,1588.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/2-5 R,1.0,1582.0,1588.0,25.4,3.0,0.0,0.0,820,47000,0.89,0.655,58,0
31/2-5 R2,1.0,1591.0,1594.0,50.8,0.0,0.0,0.0,668,125584,0.88,0.631,188,66
31/2-6,1.0,1576.0,1579.0,7.9,0.0,0.0,0.0,144,25000,0.888,0.605,175,0
31/2-6,2.0,1518.0,1537.0,50.8,0.0,0.0,0.0,40,1699000,0.781,0.602,42475,0
31/2-7,1.0,1584.0,1590.0,71.0,0.0,0.0,0.0,1113,0,0.887,0.0,45,68
31/2-8,1.0,1843.0,1848.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/3-1,1.0,1519.0,1529.0,16.9,0.0,0.0,0.0,0,355000,0.0,0.0,0,0
31/3-1,2.0,1373.0,1383.0,12.7,0.0,0.0,0.0,0,479000,0.0,0.0,0,0
31/3-2,1.0,1567.0,1577.0,63.5,0.0,0.0,0.0,1272,563000,0.89,0.62,442,60
31/4-3,1.0,2127.0,2143.0,19.0,0.0,0.0,0.0,170,11000,0.851,0.73,64,0
31/4-3,2.0,1998.0,2015.0,19.0,0.0,0.0,0.0,245,153000,0.825,0.674,641,0
31/4-5,1.0,2152.0,2158.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/4-5,2.0,2130.0,2133.0,14.3,0.0,0.0,0.0,398,33000,0.845,0.73,84,0
31/4-5,3.0,2107.0,2140.0,14.3,0.0,0.0,0.0,334,28000,0.844,0.724,82,0
31/4-6,1.0,2159.0,2163.0,14.3,0.0,0.0,0.0,452,39000,0.853,0.727,85,0
31/4-7,1.0,2390.0,2398.0,15.9,0.0,0.0,0.0,684,25000,0.83,0.775,37,0
31/4-7,2.0,2028.5,2039.5,12.7,0.0,0.0,0.0,0,26900,0.0,0.77,0,0
31/4-8,1.0,2349.1,2397.6,12.7,0.0,0.0,0.0,503,19900,0.83,0.82,40,95
31/4-8,2.0,2421.7,2437.4,50.8,0.0,0.0,0.0,0,0,0.0,0.0,0,98
31/4-9,1.0,2193.1,2208.1,50.8,0.0,0.0,0.0,0,0,0.0,0.0,0,90
31/4-9,2.0,2169.6,2171.6,12.7,0.0,0.0,0.0,311,23253,0.875,0.769,75,88
31/5-2 R,1.0,1577.0,1581.0,25.4,0.2,0.0,14.9,447,0,0.896,0.066,53,0
31/5-2 R,2.0,1574.0,1576.0,44.5,0.14,0.0,12.7,1089,0,0.89,0.66,53,0
31/5-2 R,3.0,1546.0,1554.0,44.5,6.8,0.0,14.8,0,1240000,0.78,0.61,0,0
31/5-3,1.0,1606.0,1618.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,71
31/5-3,2.0,1582.3,1586.3,44.5,0.0,0.0,0.0,1230,59040,0.0,0.65,48,0
31/6-1,1.0,1562.0,1568.0,22.2,0.0,0.0,0.0,0,842000,0.0,0.635,0,0
31/6-1,2.0,1435.0,1441.0,19.0,0.0,0.0,0.0,0,733000,0.0,0.63,0,0
31/6-2 R,1.0,1506.0,1510.0,19.1,13.0,5.0,0.0,0,0,0.0,0.6,0,0
31/6-5,1.0,1558.0,1568.0,38.1,0.0,0.0,0.0,0,1266000,0.0,0.0,0,0
31/6-6,1.0,1562.5,1567.0,25.4,0.0,0.0,0.0,0,7790,0.0,0.0,0,62
31/6-6,2.0,1520.0,1533.0,12.5,0.0,44.0,11.0,0,107,0.0,0.0,0,62
31/6-8,1.0,1537.6,1557.6,23.8,0.0,0.0,0.0,0,26000,0.0,0.0,0,0
31/6-8,2.0,1522.5,1523.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/6-8,3.0,1416.0,1418.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
31/7-2 S,1.0,2186.5,2190.8,0.0,0.0,0.0,0.0,548,0,0.844,0.716,158,0
33/12-1,1.0,2565.0,2570.0,12.5,0.0,0.0,0.0,400,6660,0.84,0.7,0,0
33/12-1,2.0,2484.0,2493.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/12-1,3.0,2463.0,2501.0,12.5,0.0,0.0,0.0,853,27011,0.84,0.67,0,0
33/12-1,4.0,2409.0,2414.0,19.0,0.0,0.0,0.0,1670,86479,0.084,0.0,0,0
33/12-2,1.0,2813.0,2818.0,17.4,0.0,0.0,0.0,877,82118,0.832,0.0,0,0
33/12-2,2.0,2780.0,2784.0,17.4,0.0,0.0,0.0,1939,142716,0.827,0.0,0,0
33/12-2,3.0,2701.0,2704.0,6.3,0.0,0.0,0.0,284,37095,0.819,0.0,0,0
33/12-2,4.0,2526.0,2533.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/12-2,5.0,2485.0,2488.0,6.3,0.0,0.0,0.0,230,37661,0.838,0.0,0,0
33/12-4,1.0,2774.0,2778.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/12-4,2.0,2685.0,2688.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/12-5,1.0,2718.0,2724.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/2-2 S,1.0,3007.5,3115.0,7.1,0.0,0.0,0.0,20,4500,0.0,0.0,0,121
33/9-1,1.0,2615.0,2626.0,12.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/9-1,2.0,2506.0,2507.0,6.3,0.0,0.0,0.0,220,31000,0.83,0.661,142,0
33/9-1,3.0,2465.0,2474.0,6.3,0.0,0.0,0.0,230,37000,0.84,0.691,162,0
33/9-12,1.0,2526.0,2538.0,12.7,34.0,31.0,34.0,0,0,0.0,0.0,0,91
33/9-12,2.0,2505.0,2508.0,12.7,34.0,33.0,34.0,950,0,0.846,0.735,110,91
33/9-12,3.0,2463.0,2489.0,19.0,32.0,32.0,32.0,1470,153880,0.845,0.713,174,90
33/9-13 S,1.0,2703.0,2712.0,9.5,0.0,0.0,0.0,122,6960,0.85,0.89,57,93
33/9-13 S,1.1,2758.0,2787.0,14.3,19.0,8.0,0.0,1100,0,0.8,0.81,45,0
33/9-13 S,1.2,2683.0,2700.0,9.5,0.0,8.0,0.0,642,33139,0.838,0.83,52,93
33/9-13 S,2.0,2652.0,2666.0,18.6,0.0,0.0,0.0,1602,68755,0.842,0.785,43,93
33/9-14,1.0,2745.0,2758.0,16.0,0.0,0.0,0.0,0,8000,0.0,0.78,0,0
33/9-14,2.0,2718.0,2732.0,12.7,0.0,14.0,0.0,1350,75000,0.83,0.72,55,0
33/9-14,2.1,2718.0,2732.0,12.7,0.0,0.0,0.0,1164,43000,0.837,0.703,37,0
33/9-3,1.0,2479.0,2481.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/9-4,1.0,2608.0,2610.0,5.6,0.0,0.0,0.0,123,0,0.83,0.0,649,0
33/9-4,2.0,2555.0,2560.0,19.0,0.0,0.0,0.0,1164,0,0.84,0.0,886,0
33/9-7,1.0,2490.0,2493.0,19.0,0.0,0.0,0.0,1079,100808,0.836,0.0,0,0
33/9-7,2.0,1780.0,1800.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/9-8,1.0,2746.0,2749.0,12.5,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/9-8,2.0,2737.0,2742.0,19.0,0.0,0.0,0.0,1005,32104,0.82,0.752,0,0
33/9-8,3.0,2683.0,2686.0,19.0,0.0,0.0,0.0,2000,80731,0.84,0.757,0,0
33/9-9,2.0,2848.0,2853.0,19.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
33/9-9,3.0,2800.0,2804.0,19.0,30.0,0.0,0.0,1438,0,0.83,0.0,412,0
33/9-9,5.0,2742.0,2745.0,15.9,34.0,0.0,0.0,1206,0,0.83,0.0,545,0
33/9-9,6.0,2742.0,2745.0,11.0,38.0,0.0,0.0,863,0,0.83,0.0,618,89
33/9-9,7.0,2531.0,2538.0,30.0,24.0,0.0,0.0,1327,0,0.83,0.0,569,0
33/9-9,8.0,2458.0,2461.0,19.0,34.0,0.0,0.0,1468,0,0.83,0.0,1059,0
33/9-9,9.0,2426.0,2433.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-1,1.0,1930.0,1935.0,12.7,0.0,0.0,13.5,191,20560,0.881,0.632,108,0
34/10-1,2.0,1839.0,1844.0,14.3,0.0,0.0,29.0,1048,86930,0.885,0.61,83,72
34/10-1,2.1,1839.0,1844.0,6.7,0.0,0.0,30.0,323,29365,0.879,0.626,0,69
34/10-1,3.0,1788.0,1792.0,6.7,0.0,0.0,30.0,322,28151,0.882,0.62,0,69
34/10-11,1.0,2018.0,2028.0,9.5,0.0,0.0,0.0,404,61171000,0.84,0.647,847,0
34/10-11,2.0,1891.0,1896.0,9.5,0.0,0.0,0.0,397,67402000,0.83,0.656,0,0
34/10-13,1.0,2107.0,2114.0,12.7,0.0,0.0,0.0,467,38000,0.876,0.686,80,0
34/10-13,2.0,2003.0,2009.0,12.7,0.0,0.0,0.0,860,82000,0.825,0.645,95,0
34/10-14,1.0,1934.0,1937.0,12.7,0.0,0.0,0.0,850,81000,0.82,0.65,95,0
34/10-16,1.0,3397.0,3407.0,19.0,0.0,0.0,0.0,955,182000,0.86,0.67,191,0
34/10-16,2.0,3177.0,3187.0,20.6,0.0,0.0,0.0,400,1647000,0.79,0.66,4118,0
34/10-16 R,1.0,3397.0,3407.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-16 R,2.0,3177.0,3187.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-17,1.0,2934.0,2944.0,15.8,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-17,2.0,2881.0,2891.0,19.0,0.0,0.0,0.0,782,192000,0.82,0.74,245,0
34/10-17,3.0,2835.0,2845.0,19.0,0.0,0.0,0.0,734,530000,0.8,0.72,722,0
34/10-17,4.0,2754.0,2790.0,19.0,0.0,0.0,0.0,501,635000,0.76,0.71,1303,0
34/10-2,1.0,3385.0,3395.0,19.0,0.0,4.0,0.0,0,0,0.0,0.0,0,0
34/10-2,2.0,3355.0,3365.0,19.0,0.0,0.0,0.0,127,19000,0.865,0.678,150,129
34/10-2,3.0,3335.0,3345.0,19.0,0.0,1.0,0.0,127,19800,0.865,0.696,155,125
34/10-2,4.0,3110.0,3115.0,7.9,0.0,3.5,0.0,12,96300,0.81,0.652,8000,110
34/10-2,5.0,3017.0,3022.0,9.5,0.0,4.3,0.0,238,733400,0.81,0.645,3800,115
34/10-21,1.0,3905.0,3922.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-21,2.0,3290.0,3312.7,25.4,21.0,0.0,0.0,194,1132000,0.804,0.0,5840,0
34/10-21,2.1,3290.0,3312.0,25.4,0.0,13.0,45.0,197,1131000,0.804,0.0,5732,0
34/10-21,2.2,3290.0,3312.0,25.4,27.0,14.0,45.0,0,1130000,0.8,0.0,5700,0
34/10-23,1.0,4085.0,4095.0,22.2,0.0,28.0,0.0,150,1700000,0.82,0.65,11400,0
34/10-24,1.0,334.5,336.0,32.5,0.0,0.0,0.0,0,70000,0.0,0.559,0,0
34/10-29,1.0,344.0,348.0,19.1,0.0,0.0,0.0,0,0,0.0,0.0,0,0
34/10-29,2.0,344.0,348.0,12.7,3.0,1.0,1.0,0,0,0.0,0.567,0,0
34/10-3,1.0,1965.0,1970.0,7.9,0.0,0.0,31.5,0,0,0.0,0.0,0,0
34/10-3,2.0,1910.0,1915.0,7.9,0.0,0.0,30.6,450,33000,0.877,0.656,70,0
34/10-3,3.0,1870.0,1875.0,4.0,0.0,0.0,0.0,103,0,0.882,0.0,0,69
34/10-30,1.0,3460.0,3473.0,12.7,7.6,0.0,25.9,418,61000,0.863,0.694,146,129
34/10-30,2.0,3297.0,3318.0,17.5,0.0,9.0,29.2,1150,118000,0.859,0.662,102,126
34/10-30,3.0,3125.0,3155.0,17.5,0.0,0.0,43.1,352,1151000,0.79,0.658,3271,118
34/10-31,1.0,342.3,344.8,4.0,2.0,2.0,0.0,0,0,0.0,0.0,0,0
34/10-31,2.0,344.0,346.5,9.5,3.0,3.0,0.0,0,37000,0.0,0.0,0,0
34/10-31,2.1,344.0,346.5,34.9,0.0,0.0,3.0,0,57000,0.0,0.0,0,0
34/10-31,2.2,344.0,346.5,34.9,0.0,0.0,3.0,0,57000,0.0,0.0,0,0
34/10-31,2.3,344.0,346.5,50.6,0.0,0.0,3.0,0,76000,0.0,0.0,0,0
34/10-31,2.4,344.0,346.5,50.8,0.0,0.0,8.0,0,70000,0.0,0.0,0,0
34/10-31,2.5,344.0,346.5,50.8,0.0,0.0,8.0,0,68000,0.0,0.0,0,0
34/10-31,2.6,344.0,346.5,50.8,0.0,0.0,8.0,0,67000,0.0,0.0,0,0
34/10-31,2.7,344.0,346.5,50.8,0.0,0.0,8.0,0,67000,0.0,0.0,0,0
34/10-31,2.8,344.0,346.5,50.8,0.0,0.0,1.0,0,62000,0.0,0.0,0,0
34/10-31,2.9,344.0,346.5,50.8,0.0,0.0,1.0,0,61000,0.0,0.0,0,0
34/10-31,3.0,344.0,346.5,50.8,0.0,0.0,0.0,0,64000,0.0,0.0,0,0
34/10-31,3.1,344.0,346.5,50.8,0.0,0.0,0.0,0,64000,0.0,0.0,0,0
34/10-31,3.2,344.0,346.5,50.8,0.0,0.0,0.0,0,67000,0.0,0.0,0,0
34/10-31,3.3,344.0,346.5,50.8,0.0,0.0,1.0,0,66000,0.0,0.0,0,0
34/10-31,3.4,344.0,346.5,50.8,0.0,0.0,1.0,0,65000,0.0,0.0,0,0
34/10-31,3.5,344.0,346.5,50.8,0.0,0.0,1.0,0,64000,0.0,0.0,0,0
34/10-31,3.6,344.0,346.5,50.8,0.0,0.0,1.0,0,64000,0.0,0.0,0,0
34/10-31,3.7,344.0,346.5,50.8,0.0,0.0,1.0,0,63000,0.0,0.0,0,0
34/10-31,3.8,344.0,346.5,50.8,2.0,0.0,2.0,0,63000,0.0,0.0,0,0
34/10-32,1.0,3468.0,3482.0,15.9,0.0,0.0,0.0,0,0,0.0,0.661,0,0
34/10-32,2.0,3379.0,3385.0,12.7,0.0,0.0,0.0,870,118000,0.858,0.642,136,0
34/10-32 R,1.0,3457.0,3471.0,15.9,32.0,24.0,33.0,0,1000,0.0,0.661,0,0
34/10-32 R,2.0,3368.0,3374.0,2.5,25.0,13.0,0.0,2680,0,0.855,0.646,0,0
34/10-33,1.0,3378.0,3394.0,12.7,0.0,0.0,21.0,288,51000,0.854,0.68,176,0
34/10-33,1.3,3359.0,3374.0,28.6,0.0,0.0,30.0,1318,211900,0.856,0.68,161,123
34/10-33,2.1,3279.0,3307.0,19.1,0.0,0.0,32.0,850,376700,0.85,0.665,443,0
34/10-33,2.2,3279.0,3329.0,19.1,0.0,0.0,43.5,1403,302100,0.85,0.66,218,122
34/10-33 C,1.0,3448.0,3517.0,20.6,23.0,16.0,42.0,1635,305558,0.859,0.68,186,0
34/10-33 CR,1.0,3448.0,3517.0,20.6,23.0,16.0,42.0,1635,313300,0.859,0.68,193,124
34/10-33 CR,1.2,3448.0,3517.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,125
34/10-34,1.0,1994.0,2001.0,19.0,0.0,0.0,0.0,1545,135784,0.86,0.68,87,75
34/10-35,1.0,4015.0,4025.0,15.8,190.0,0.0,0.0,130,630000,0.795,0.665,4800,0
34/10-35,2.0,3984.0,3995.0,12.7,0.0,390.0,0.0,220,990000,0.795,0.667,4500,0
34/10-35,3.0,3920.0,3930.0,15.8,0.0,0.0,0.0,113,340000,0.794,0.684,3000,0
34/10-36,1.0,3371.2,0.0,14.3,0.0,14.0,0.0,836,161490,0.861,0.685,194,0
34/10-37 A,1.0,2667.0,2697.0,20.0,8.5,0.0,35.4,1950,645000,0.82,0.73,330,97
34/10-37 A,1.1,2667.0,0.0,11.1,0.0,0.0,0.0,500,0,0.82,0.72,300,0
34/10-37 A,1.2,2667.0,0.0,0.0,0.0,0.0,0.0,1969,0,0.82,0.73,320,0
34/10-37 A,1.3,2667.0,0.0,0.0,0.0,0.0,0.0,1969,0,0.82,0.73,320,0
34/10-37 A,1.4,2667.0,0.0,11.1,0.0,0.0,0.0,595,0,0.0,0.0,309,0
34/10-38 S,1.0,3637.0,3646.0,25.4,0.0,0.0,0.0,1,0,0.875,0.0,0,0
34/10-38 S,2.0,3561.0,3570.0,14.3,0.0,0.0,0.0,858,199056,0.846,0.807,232,0
34/10-4,1.0,1880.0,1885.0,7.9,0.0,0.0,0.0,279,24300,0.88,0.0,87,72
34/10-4,2.0,1824.0,1826.0,14.7,0.0,0.0,0.0,810,67400,0.88,0.0,83,71
34/10-44 S,1.0,4654.0,4868.0,17.4,0.0,0.0,0.0,550,560000,0.77,0.742,1020,0
