Well,Test number,Top depth,Base depth,Choke size [mm],Final shut-in pressure [MPa],Final flow pressure [MPa],Bottom hole pressure [MPa],Oil [Sm3/day],Gas [Sm3/day],Oil density [g/cm3],Gas grav. rel.air,GOR [m3/m3],Downhole temperature [Â°C]
6506/11-2,6.0,3373.5,3398.5,9.5,0.0,5.0,48.5,40,6825,0.826,0.775,170,113
6506/11-3,1.0,3120.0,3142.0,12.7,0.0,3.0,34.0,0,1817,0.0,0.0,0,105
6506/11-4 S,1.0,5039.0,5073.0,15.9,0.0,15.0,0.0,725,395000,0.8,0.738,545,163
6506/11-6,1.0,4839.0,4849.0,14.3,0.0,0.0,0.0,557,568000,0.789,0.715,1019,172
6506/11-6,2.0,4695.0,4736.0,4.7,0.0,0.0,0.0,105,78000,0.795,0.715,743,163
6506/11-6,3.0,4649.0,4668.0,14.3,0.0,0.0,0.0,770,533000,0.795,0.715,692,168
6506/11-7,1.0,4751.0,4818.0,12.0,0.0,0.0,0.0,0,0,0.0,0.0,0,161
6506/11-7,2.0,4668.0,4700.0,11.0,0.0,0.0,49.0,680,253000,0.0,0.0,372,168
6506/11-7,3.0,4590.0,4631.0,3.8,0.0,0.0,38.0,240,127000,0.0,0.0,529,166
6506/12-1,1.0,4504.0,4509.0,31.8,67.0,44.0,71.0,0,0,0.0,0.0,0,0
6506/12-1,2.0,4351.0,4373.0,25.4,33.0,12.0,43.0,517,692000,0.79,0.75,1352,0
6506/12-1,3.0,4291.3,4304.2,3.2,0.0,0.0,47.0,0,0,0.0,0.0,0,0
6506/12-1,4.1,4251.0,4261.0,25.4,0.0,19.0,47.0,700,547000,0.805,0.0,928,0
6506/12-1,5.0,4218.0,4203.0,19.0,0.0,104.0,0.0,350,550000,0.79,0.0,1571,0
6506/12-1,5.1,4218.0,4203.0,19.0,0.0,104.0,0.0,273,410000,0.79,0.0,1500,0
6506/12-1,6.0,4095.0,4110.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-1,7.0,3993.0,4011.0,31.8,0.0,0.0,0.0,511,728000,0.79,0.75,1424,0
6506/12-10 A,1.0,5706.5,5686.0,19.0,0.0,22.0,0.0,450,168750,0.81,0.0,375,165
6506/12-11 S,1.0,5235.5,5226.0,20.6,0.0,12.0,0.0,690,453000,0.84,0.0,656,162
6506/12-11 S,2.0,5206.5,5197.5,19.0,0.0,73.0,0.0,470,173900,0.831,0.775,360,162
6506/12-11 SR,2.0,5206.5,5197.5,22.2,0.0,0.0,0.0,740,0,0.834,0.772,386,0
6506/12-3,1.0,4222.0,4241.0,25.4,0.0,83.0,0.0,820,372000,0.81,0.803,454,120
6506/12-3,2.0,4165.0,4170.0,25.4,0.0,10.0,0.0,54,68000,0.82,0.907,1264,120
6506/12-3,3.0,3960.0,3980.0,25.4,0.0,7.0,0.0,297,445000,0.795,0.755,1500,118
6506/12-3,4.0,3880.5,3890.0,28.6,0.0,9.0,0.0,790,416000,0.82,0.765,526,121
6506/12-3,5.0,3822.0,3836.0,9.5,7.0,0.0,23.0,100,29000,0.83,0.797,290,120
6506/12-3,6.0,3162.0,3173.0,32.0,0.0,14.0,40.0,92,28000,0.785,0.797,304,0
6506/12-3,6.1,3162.0,3173.0,15.8,0.0,128.0,0.0,329,57000,0.814,0.797,173,0
6506/12-4,1.0,3133.0,3150.0,12.7,17.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-5,1.0,4040.0,4025.0,19.0,1.0,1.0,10.0,0,0,0.0,0.0,0,141
6506/12-5,1.1,4040.0,4025.0,19.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-5,2.0,4004.0,4009.5,19.0,0.0,0.0,41.0,208,55000,0.827,0.0,264,140
6506/12-5,2.1,4004.0,4009.5,19.0,40.0,16.0,41.0,208,55000,0.827,0.0,264,0
6506/12-5,4.0,3174.0,3177.5,15.9,45.0,8.0,24.0,590,116000,0.8,0.0,196,0
6506/12-6,1.0,4514.0,4525.0,9.5,18.0,10.0,0.0,128,41000,0.819,0.765,345,158
6506/12-6,1.1,4549.0,4592.0,9.5,18.0,10.0,0.0,128,58000,0.819,0.0,410,0
6506/12-6,1.2,4514.0,4525.0,9.5,18.0,10.0,0.0,128,44000,0.819,0.0,345,0
6506/12-6,1.3,4549.0,4592.0,9.5,18.0,10.0,0.0,128,44000,0.819,0.0,345,0
6506/12-6,1.4,4514.0,4525.0,0.0,18.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,1.5,4549.0,4592.0,0.0,18.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,1.6,4514.0,4525.0,9.5,0.0,6.0,0.0,100,15000,0.819,0.0,153,0
6506/12-6,1.7,4549.0,4592.0,9.5,0.0,6.0,0.0,100,15000,0.819,0.0,153,0
6506/12-6,1.8,4514.0,4525.0,12.7,18.0,6.0,26.0,155,70000,0.82,0.0,456,0
6506/12-6,1.9,4549.0,4592.0,12.7,18.0,6.0,26.0,155,70000,0.82,0.0,456,0
6506/12-6,2.0,4464.0,4493.0,6.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,2.1,4464.0,4493.0,6.4,44.0,36.0,0.0,0,0,0.0,0.0,0,0
6506/12-6,3.0,4312.0,4352.0,20.6,0.0,13.0,40.0,376,610000,0.783,0.0,1622,154
6506/12-7,1.0,4741.0,4748.0,12.7,0.0,0.0,0.0,520,145000,0.82,0.77,442,0
6506/12-7,2.0,4702.0,4707.0,7.9,0.0,0.0,0.0,200,145000,0.818,0.785,725,0
6506/12-7,3.0,4474.0,4514.0,15.9,0.0,0.0,0.0,70,110000,0.79,0.745,1571,0
6506/12-7,4.0,4414.0,4439.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-8,1.0,4237.0,4277.0,22.2,0.0,0.0,0.0,1100,300000,0.81,0.827,273,0
6506/12-8,1.2,4205.0,4221.0,11.1,0.0,0.0,0.0,460,115000,0.82,0.82,250,0
6506/12-8,2.0,3915.0,3955.0,12.7,0.0,0.0,0.0,610,180000,0.829,0.756,295,0
6506/12-9 S,1.0,4846.0,4876.0,17.5,0.0,0.0,0.0,840,444000,0.815,0.832,749,0
6506/12-9 S,2.0,4805.0,4834.0,22.2,0.0,0.0,0.0,900,249000,0.85,0.83,390,163
6506/12-9 S,3.0,4742.0,4751.0,17.5,0.0,0.0,0.0,567,138000,0.825,0.794,292,164
6506/12-9 S,4.0,4730.0,4712.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6506/12-9 S,5.0,4477.0,4510.0,43.6,0.0,0.0,0.0,17,33000,0.807,0.781,1379,0
6506/9-1,1.0,5431.0,5515.0,6.3,27.0,0.0,40.0,0,180000,0.0,0.0,0,0
6507/11-1,1.0,2396.0,2402.0,16.0,14.0,0.0,0.0,0,765000,0.0,0.0,0,0
6507/11-3,1.0,2519.0,2520.5,25.4,23.0,8.0,23.0,1490,29500,0.847,0.72,198,90
6507/11-3,2.0,2495.7,2508.7,31.8,24.0,12.0,20.0,0,1480000,0.0,0.69,0,90
6507/11-3,3.0,2413.0,2419.5,38.1,25.0,10.0,24.0,0,1740000,0.0,0.67,0,90
6507/2-2,1.0,3285.0,3294.0,25.4,0.0,0.0,0.0,107,676000,0.79,0.63,6317,0
6507/2-2,2.0,2820.0,2831.0,25.4,0.0,0.0,0.0,80,865000,0.78,0.64,1081,0
6507/3-1,1.0,3783.0,3798.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,2.0,3690.0,3724.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,3.0,3611.0,3636.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/3-1,3.1,3611.0,3636.0,25.4,0.0,15.0,0.0,290,905000,0.8,0.71,3121,136
6507/5-1,1.0,3607.0,3653.0,15.9,8.0,0.0,37.0,628,109000,0.857,0.7,175,0
6507/5-1,2.1,3430.0,3442.0,15.9,19.0,0.0,36.0,178,741000,0.759,0.67,4164,0
6507/5-1,2.2,3430.0,3514.0,12.7,22.0,0.0,0.0,148,580000,0.767,0.675,3926,0
6507/5-1,3.0,2993.0,3001.0,14.3,18.0,0.0,42.0,925,222000,0.829,0.67,240,0
6507/5-5,1.0,3561.0,3706.0,25.0,7.4,0.0,0.0,940,164256,0.855,0.735,176,133
6507/7-1,1.0,4338.0,4374.0,12.7,0.0,5.0,64.0,0,30000,0.0,0.65,0,0
6507/7-14 S,1.0,4218.5,4288.8,14.3,44.0,0.0,0.0,0,1200000,0.0,0.647,22600,0
6507/7-2,1.0,2521.0,2529.0,6.1,0.0,1.0,26.0,0,0,0.0,0.0,0,0
6507/7-2,2.0,2417.0,2439.0,25.4,0.0,0.0,0.0,704,34000,0.922,0.617,48,0
6507/7-2,2.1,2417.0,2439.0,9.5,0.0,5.0,0.0,208,12000,0.91,0.0,57,0
6507/7-2,2.2,2417.0,2439.0,9.5,0.0,5.0,0.0,208,12000,0.91,0.0,57,0
6507/7-2,2.3,2417.0,2439.0,25.4,6.0,3.0,25.0,704,34000,0.92,0.0,49,0
6507/7-2,3.0,2356.5,2376.0,25.4,0.0,40.0,0.0,489,32000,0.982,0.668,65,0
6507/7-2,4.0,2330.0,2340.0,22.2,0.0,4.0,25.0,902,68000,0.876,0.66,75,0
6507/7-2,5.0,2290.0,2310.0,19.1,0.0,12.0,0.0,73,724000,0.754,0.65,9965,0
6507/7-2,6.0,2232.0,2245.0,19.1,0.0,5.0,0.0,17,45000,0.755,0.65,2632,0
6507/7-2,7.0,2203.0,2222.0,20.2,0.0,9.0,0.0,96,900000,0.755,0.0,9360,0
6507/7-3,1.0,2413.0,2430.0,21.0,6.0,5.0,25.0,772,86027,0.87,0.68,112,88
6507/7-3,2.0,2385.0,2400.0,24.0,6.0,4.0,25.0,870,93021,0.909,0.737,227,87
6507/7-3,3.0,2368.0,2380.0,25.4,6.0,5.0,25.0,823,89510,0.808,0.745,417,85
6507/7-4,1.0,2494.0,2499.0,19.1,19.0,5.0,26.0,646,51000,0.897,0.685,80,0
6507/7-4,2.0,2470.0,2477.0,35.8,6.0,5.0,26.0,875,732000,0.879,0.0,84,0
6507/7-4,3.0,2449.0,2465.0,60.3,0.0,4.0,25.0,1034,91000,0.897,0.0,88,0
6507/7-5,1.0,2417.0,2424.0,35.9,4.0,4.0,25.0,774,52000,0.89,0.0,67,0
6507/7-5,2.0,2355.0,2375.0,35.9,4.0,5.0,25.0,953,85000,0.868,0.0,89,0
6507/7-6,1.0,2424.0,2411.5,35.9,0.0,4.0,24.0,782,46100,0.918,0.617,59,0
6507/7-6,2.0,2348.5,2365.0,52.4,0.0,2.0,22.0,628,61450,0.895,0.617,98,0
6507/7-8,1.0,2473.0,2480.0,7.9,0.0,8.0,0.0,175,0,0.882,0.67,80,0
6507/7-8,2.0,2441.0,2438.0,20.6,0.0,8.0,0.0,1145,99000,0.882,0.67,86,0
6507/7-8,2.1,2441.0,2438.0,20.6,0.0,8.0,0.0,1145,0,0.887,0.7,86,0
6507/7-8,2.2,2441.0,2438.0,20.6,0.0,8.0,0.0,1137,0,0.887,0.7,87,0
6507/8-1,1.0,2444.0,2463.0,38.1,3.0,2.0,17.0,715,31460,0.932,0.6,44,85
6507/8-1,2.0,2386.4,2406.4,19.1,6.0,5.0,0.0,906,50080,0.925,0.0,55,81
6507/8-4,1.0,2250.0,2254.0,12.7,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/8-4,1.1,2250.0,2254.0,6.3,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6507/8-4,2.0,2200.0,2221.0,12.7,0.0,0.0,0.0,1024,58700,0.9,0.685,59,0
6507/8-4,3.0,2150.0,2168.0,19.1,0.0,0.0,0.0,986,45300,0.908,0.635,55,0
6507/8-4,3.1,2163.0,2168.0,22.2,0.0,0.0,0.0,1480,70100,0.908,0.634,61,0
6507/8-4,4.0,2126.0,2135.0,15.9,0.0,56.0,0.0,16,756777,0.78,0.648,47078,0
6605/8-1,1.0,4184.0,4211.0,25.4,0.0,0.0,0.0,2,100000,0.0,0.0,230000,0
6608/10-2,1.0,2715.0,2720.0,50.8,0.0,0.0,0.0,0,0,0.0,0.68,0,100
6608/10-2,3.1,2673.0,2696.0,72.0,0.0,30.0,0.0,1165,0,0.847,0.66,93,98
6608/10-2,3.2,2605.0,2610.0,19.0,0.0,0.0,0.0,0,582600,0.0,0.64,0,91
6608/10-2,3.3,2590.0,2610.0,28.0,0.0,0.0,0.0,0,945000,0.0,0.64,0,95
6608/10-3,1.0,2617.0,2648.0,23.4,0.0,0.0,0.0,1250,102500,0.86,0.65,82,98
6608/10-3 R,1.0,1810.0,1842.0,46.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6608/10-4,1.0,2640.0,2635.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6608/10-4,2.0,2582.2,2466.2,31.7,0.0,40.0,0.0,900,75000,0.858,0.648,83,94
6608/10-4,3.1,2484.5,2514.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6608/10-4,3.2,2524.0,2531.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
6608/10-6 R2,1.0,1810.0,1842.0,0.0,0.0,0.0,0.0,42,0,0.0,0.0,0,0
7/11-1,1.0,3124.0,3162.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-1,2.0,3102.0,3109.0,6.3,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-1,3.0,2979.0,2988.0,15.8,0.0,0.0,0.0,106,167000,0.0,0.0,1575,113
7/11-1,4.0,2904.0,2956.0,19.0,0.0,0.0,0.0,135,714000,0.0,0.0,5280,110
7/11-1,5.0,2877.0,2882.0,10.3,0.0,0.0,0.0,76,184000,0.0,0.0,2412,109
7/11-2,1.0,3167.0,3193.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-2,2.0,3028.0,3107.0,19.0,0.0,0.0,0.0,221,469000,0.0,0.0,2121,0
7/11-2,3.0,2980.0,2999.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,1.0,3241.0,3247.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,2.0,3211.0,3233.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,3.0,3180.0,3203.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,4.0,3161.0,3173.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,5.0,3127.0,3145.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,6.0,3097.0,3111.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-3,7.0,3087.0,3093.0,0.0,0.0,0.0,0.0,14,4400,0.0,0.0,237,123
7/11-3,8.0,3037.0,3046.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-5,1.0,4185.0,4197.0,14.3,0.0,0.0,0.0,470,118000,0.828,0.876,251,0
7/11-5,2.0,4165.0,4174.0,14.3,0.0,0.0,0.0,45,0,0.0,0.0,0,0
7/11-7,1.0,4850.0,4870.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-7,2.0,4625.0,4789.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/11-7,3.0,4550.0,4577.0,1.6,0.0,0.0,0.0,23,0,0.82,0.0,0,0
7/11-9,1.0,4169.5,4182.5,44.5,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/12-2,1.0,3640.0,3666.0,76.0,0.0,0.0,0.0,6,8490,0.82,0.0,0,145
7/12-2,1.1,3640.0,3666.0,76.0,0.0,0.0,0.0,1,8490,0.82,0.0,0,0
7/12-2,2.0,3525.0,3532.0,0.0,0.0,0.0,0.0,23,0,0.0,0.0,0,145
7/12-2,3.0,3427.0,3439.0,24.5,0.0,0.0,0.0,795,0,0.82,0.748,102,0
7/12-2,3.1,3427.0,3438.0,12.3,0.0,0.0,0.0,1129,11930,0.82,0.751,0,146
7/12-2,4.0,3384.0,3393.0,76.0,0.0,0.0,0.0,84,7079,0.82,0.817,0,145
7/12-3 A,1.0,3771.0,3716.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/12-3 A,2.0,3673.0,3662.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/12-4,1.0,3536.0,3552.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,141
7/12-4,2.0,3527.0,3530.0,0.0,0.0,0.0,0.0,6,0,0.83,0.0,0,0
7/12-4,3.0,3453.0,3472.0,12.4,0.0,0.0,0.0,1110,73624,0.83,1.0,96,0
7/12-5,1.0,4185.0,4197.0,14.3,0.0,0.0,0.0,470,118000,0.828,0.876,251,0
7/12-6,1.0,3544.0,3612.0,4.7,0.0,0.0,0.0,160,5720,0.816,0.806,36,149
7/12-6,2.0,3434.0,3511.0,12.7,0.0,0.0,0.0,1270,84526,0.842,0.84,66,143
7/12-8,1.0,3719.0,3783.0,16.0,0.0,0.0,0.0,274,22000,0.0,0.0,79,0
7/12-9,1.0,3701.0,3719.0,12.7,0.0,0.0,0.0,140,11950,0.85,0.9,87,0
7/7-2,1.0,3333.0,3342.0,9.5,35.0,15.0,0.0,787,15740,0.877,0.84,20,80
7/8-1,1.0,3231.0,3317.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/8-1,2.0,2680.0,2702.0,25.4,36.6,24.8,0.0,23,0,0.0,0.0,0,0
7/8-1,3.0,2529.0,2544.0,25.4,37.2,24.1,0.0,19,0,0.0,0.0,0,0
7/8-1,4.0,2489.0,2508.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7/8-3,1.0,3762.0,3767.0,50.0,0.0,0.0,0.0,207,0,0.882,0.88,32,0
7/8-3,2.0,3734.0,3741.0,50.0,0.0,0.0,0.0,70,0,0.882,0.0,0,0
7119/12-2,1.0,1395.0,1415.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52
7119/12-3,1.0,3185.0,3195.0,25.4,0.0,0.0,0.0,17,957000,0.797,0.722,0,0
7120/1-1 R2,1.0,2810.0,2855.0,25.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/1-1 R2,2.0,2607.0,2665.0,6.4,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/1-2,2.0,1879.0,1971.0,12.7,0.0,0.0,0.0,150,0,0.0,0.673,0,0
7120/12-2,1.0,2562.0,2568.0,25.1,0.0,0.0,0.0,25,418000,0.755,0.62,16624,77
7120/12-2,2.0,1985.0,1991.0,68.3,0.0,0.0,0.0,0,0,0.0,0.0,0,66
7120/12-2,3.0,1944.0,1950.0,23.1,0.0,0.0,0.0,53,758000,0.722,0.63,14425,66
7120/1-3,1.0,2336.0,2377.0,17.5,0.0,0.0,0.0,683,220000,0.0,0.0,322,41
7120/1-4 S,1.0,2295.0,2385.0,20.6,0.0,0.0,0.0,140,700000,0.73,0.699,4500,90
7120/2-1,1.0,2157.3,2177.3,50.8,0.0,18.06,0.0,0,0,0.0,0.0,0,68
7120/2-1,2.0,2119.8,2139.8,25.4,0.0,19.84,0.0,0,0,0.0,0.0,0,69
7120/2-1,3.0,2048.3,2108.3,25.4,0.0,20.22,0.0,0,0,0.0,0.0,0,66
7120/2-1,4.0,1943.7,2030.7,25.4,0.0,0.0,0.0,5,0,0.839,0.0,0,65
7120/6-1,1.0,2459.0,2465.0,20.6,0.0,4.0,26.0,0,0,0.0,0.0,0,0
7120/6-1,2.0,2432.05,2436.05,31.7,6.7,0.0,0.0,1526,178542,0.866,0.705,117,0
7120/6-1,3.0,2418.0,2424.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/6-1,4.0,2386.4,2401.4,25.4,14.0,0.0,0.0,162,1260360,0.752,0.695,7783,0
7120/7-1,1.0,2487.0,2505.0,12.0,0.0,0.0,26.7,0,0,0.0,0.0,0,92
7120/7-1,2.0,2415.0,2435.0,19.0,10.0,14.6,19.0,19,489000,0.78,0.68,26010,88
7120/7-2,1.1,2187.0,2193.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/7-2,1.2,2168.0,2180.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/7-2,1.3,2153.0,2164.0,25.4,0.0,0.0,0.0,30,702000,0.77,0.68,23400,85
7120/8-1,1.0,2165.0,2172.0,36.0,0.0,0.0,0.0,48,1049000,0.777,0.662,21854,80
7120/8-1,2.0,2133.0,2138.0,25.0,0.0,0.0,0.0,27,557000,0.779,0.666,20629,72
7120/8-1,3.0,2093.0,2110.0,25.0,0.0,0.0,0.0,50,953000,0.78,0.666,19060,78
7120/8-2,1.0,2092.0,2097.0,17.5,10.0,0.0,17.0,17,470000,0.778,0.679,26880,72
7120/9-1,1.0,1935.0,1936.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7120/9-1,2.0,1858.0,1864.0,20.6,0.0,0.0,0.0,11,291000,0.764,0.72,26697,0
7121/4-1,1.0,2497.6,2504.2,25.4,0.0,0.0,0.0,0,0,0.0,0.0,0,86
7121/4-1,2.0,2465.9,2471.9,19.1,13.0,0.0,0.0,67,771600,0.85,0.73,11516,0
7121/4-1,3.0,2419.8,2434.8,12.7,18.0,0.0,0.0,94,89000,0.85,0.73,946,86
7121/4-1,4.0,2353.0,2385.0,25.4,0.0,0.0,0.0,109,846000,0.76,0.7,7760,86
7121/4-2,1.0,2484.0,2493.0,16.0,0.0,0.0,0.0,20,527000,0.769,0.647,27300,65
7121/5-1,1.1,2802.0,2820.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7121/5-1,1.2,2436.0,2439.0,12.7,3.5,0.0,16.3,229,27190,0.86,0.0,119,90
7121/5-1,2.0,2394.0,2403.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0
7121/7-1,1.0,1950.0,1960.0,67.5,21.0,0.0,20.0,0,0,0.0,0.0,0,36
7121/7-1,2.0,1866.0,1871.0,24.4,21.0,10.0,18.0,28,501000,0.0,0.0,18000,61
7121/7-2,1.0,1881.8,1898.8,15.9,0.0,14.0,0.0,28,527000,0.775,0.78,18800,0
7122/6-1,1.1,2449.0,2439.0,0.0,0.0,0.0,20.5,0,0,0.0,0.0,0,73
7122/6-1,2.2,2434.0,2424.0,17.4,25.0,21.0,28.0,69,579393,0.749,0.68,8397,79
7122/7-2,1.0,1078.0,1136.0,19.0,0.0,12.6,0.0,685,40415,0.86,0.0,59,36
7128/4-1,1.0,1592.0,1610.0,72.0,0.0,0.0,0.0,17,320000,0.0,0.0,18823,0
7128/4-1,2.0,1577.0,1586.0,25.4,0.0,30.0,0.0,15,215000,0.797,0.638,14333,0
7128/6-1,1.0,1622.5,1664.0,0.0,0.0,0.0,16.0,0,0,0.0,0.0,0,0
7220/11-1,1.0,1934.8,1945.0,14.3,0.0,0.0,0.0,518,49000,0.0,0.0,95,42
7220/11-1,2.0,1912.9,1921.4,14.3,0.0,0.0,0.0,530,48000,0.0,0.0,90,46
7220/11-2 A,1.0,1965.2,1997.37,9.5,0.0,0.0,0.0,136,24000,0.0,0.0,141,0
7220/11-3 AR,3.0,2012.0,2020.0,25.4,0.0,0.0,0.0,0,595000,0.0,0.0,0,0
7220/11-4,1.0,1923.0,1936.3,22.2,0.0,0.0,0.0,960,93800,0.825,0.706,97,0
7225/3-1,1.0,1557.0,1685.0,17.5,0.0,0.0,0.0,0,180000,0.0,0.618,0,0
7225/3-2,1.0,1725.0,1932.0,12.5,0.0,0.0,0.0,0,23400,0.0,0.0,0,0
7225/3-2,2.0,1587.0,1610.0,20.6,0.0,0.0,0.0,0,176200,0.0,0.0,0,0
7226/11-1,1.0,2935.0,2951.0,4.7,0.0,0.0,31.0,1,0,0.0,0.0,0,98
7226/11-1,1.1,2913.0,2926.0,4.9,0.0,0.0,38.0,0,14323,0.0,0.62,0,98
7316/5-1,1.0,1338.0,1350.0,25.4,0.0,0.0,0.0,0,563000,0.6,0.0,0,0
7324/7-2,1.0,713.0,727.0,19.1,0.0,0.0,0.0,276,9417,0.846,0.731,38,17
7324/7-3 S,1.0,0.0,0.0,25.4,0.0,0.0,0.0,487,35055,0.839,0.72,72,0
9/2-1,1.0,3245.0,3263.0,12.7,1.0,0.0,35.0,0,0,0.0,0.0,0,0
9/2-1,2.0,3220.0,3236.0,12.7,0.0,0.0,28.0,3,0,0.834,0.0,0,0
9/2-1,3.0,3177.0,3210.0,14.3,0.0,6.0,28.0,850,20400,0.835,0.803,24,0
9/2-1,3.1,3177.0,3210.0,9.5,11.0,8.0,28.0,580,14500,0.825,0.845,25,0
9/2-1,3.2,3177.0,3210.0,11.1,11.0,4.0,34.0,660,18480,0.829,0.845,28,0
9/2-3,1.0,3258.0,3268.0,12.7,0.0,0.0,0.0,4,0,0.0,0.0,0,0
