Well,Depth,Legend
1/3-1,11221.0,Thin section no. 117
1/3-1,11221.0,Thin section no. 118
1/3-5,4809.0,Thin section no. 121
1/3-5,4812.0,Thin section no. 122
1/3-5,4805.35,Thin section no. 2319
1/3-5,4810.35,Thin section no. 2320
1/6-1,15117.0,Thin section no. 124
1/9-1,3048.0,Thin section no. 133
1/9-1,3061.0,Thin section no. 134
1/9-1,3070.0,Thin section no. 135
1/9-1,3105.0,Thin section no. 136
1/9-1,3116.0,Thin section no. 137
1/9-1,3134.0,Thin section no. 138
1/9-1,3144.0,Thin section no. 139
1/9-1,3149.0,Thin section no. 140
1/9-1,3154.0,Thin section no. 141
1/9-1,3160.0,Thin section no. 142
1/9-1,3217.0,Thin section no. 143
1/9-1,3226.0,Thin section no. 144
1/9-1,3233.0,Thin section no. 145
1/9-1,3328.0,Thin section no. 146
1/9-1,3336.0,Thin section no. 147
15/12-3,4426.94,Thin section no. 2346
15/12-3,4429.93,Thin section no. 2347
15/12-3,4431.12,Thin section no. 2348
15/3-1 S,4083.5,Thin section no. 2357
15/3-1 S,4084.75,Thin section no. 2358
15/3-1 S,4085.5,Thin section no. 2359
15/3-1 S,4141.5,Thin section no. 2360
15/3-1 S,4143.5,Thin section no. 2361
15/3-1 S,4145.0,Thin section no. 2362
15/3-1 S,4146.25,Thin section no. 2363
15/3-1 S,4148.25,Thin section no. 2364
15/3-2,4402.53,Thin section no. 2365
15/3-2,4403.17,Thin section no. 2366
15/3-2,4403.34,Thin section no. 2367
15/3-8,4170.25,Thin section no. 2368
15/3-8,4176.5,Thin section no. 2369
15/3-8,4180.3,Thin section no. 2370
15/3-8,4205.44,Thin section no. 2371
15/3-8,4209.2,Thin section no. 2372
15/3-8,4211.75,Thin section no. 2373
15/3-8,4218.5,Thin section no. 2374
15/3-8,4223.0,Thin section no. 2375
15/3-8,4228.75,Thin section no. 2376
15/3-8,4236.5,Thin section no. 2377
15/3-8,4244.0,Thin section no. 2378
15/3-8,4247.5,Thin section no. 2379
15/3-8,4254.5,Thin section no. 2380
15/3-8,4268.5,Thin section no. 2381
15/3-8,4270.6,Thin section no. 2382
15/3-8,4285.75,Thin section no. 2383
15/3-8,4292.0,Thin section no. 2384
15/3-8,4298.75,Thin section no. 2385
15/3-8,4483.54,Thin section no. 2386
15/3-8,4488.0,Thin section no. 2387
15/3-8,4501.25,Thin section no. 2388
15/6-3,11390.0,Thin section no. 148
15/9-9,3032.56,Thin section no. 2342
15/9-9,3035.03,Thin section no. 2343
15/9-9,3036.03,Thin section no. 2344
15/9-9,3041.02,Thin section no. 2345
16/1-1,2250.0,Thin section no. 150
16/1-1,2250.0,Thin section no. 151
16/1-1,2250.0,Thin section no. 152
16/1-1,2250.0,Thin section no. 153
16/1-1,2251.0,Thin section no. 154
16/1-1,2251.0,Thin section no. 155
16/1-1,2251.0,Thin section no. 156
16/1-1,2251.0,Thin section no. 157
16/1-1,2251.0,Thin section no. 158
16/1-1,2251.0,Thin section no. 159
16/1-1,2251.0,Thin section no. 160
16/1-1,2251.0,Thin section no. 161
16/1-1,2251.0,Thin section no. 162
16/1-2,2711.14,Thin section no. 2168
16/1-2,2426.29,Thin section no. 2169
16/1-2,2429.32,Thin section no. 2170
16/1-2,2432.35,Thin section no. 2171
16/1-2,2435.38,Thin section no. 2172
16/1-2,2438.41,Thin section no. 2173
16/1-2,2441.44,Thin section no. 2174
16/1-2,2444.47,Thin section no. 2175
16/1-2,2447.5,Thin section no. 2176
16/1-2,2450.53,Thin section no. 2177
16/1-2,2453.56,Thin section no. 2178
16/1-2,2456.59,Thin section no. 2179
16/1-2,2459.62,Thin section no. 2180
16/1-2,2462.65,Thin section no. 2181
16/1-2,2465.68,Thin section no. 2182
16/1-2,2477.8,Thin section no. 2183
16/1-2,2501.04,Thin section no. 2184
16/1-2,2522.25,Thin section no. 2185
16/1-2,2543.46,Thin section no. 2186
16/1-2,2564.67,Thin section no. 2187
16/1-2,2585.88,Thin section no. 2188
16/1-2,2603.06,Thin section no. 2189
16/1-2,2624.27,Thin section no. 2190
16/1-2,2645.48,Thin section no. 2191
16/1-2,2666.69,Thin section no. 2192
16/1-2,2690.93,Thin section no. 2193
16/5-1,1941.0,Thin section no. 167
16/5-1,1883.0,Thin section no. 168
16/6-1,2059.0,Thin section no. 169
16/6-1,2059.0,Thin section no. 170
16/6-1,2061.0,Thin section no. 171
17/4-1,2278.7,Thin section no. 172
17/4-1,2283.1,Thin section no. 173
17/4-1,2884.9,Thin section no. 174
17/4-1,3381.25,Thin section no. 175
17/4-1,3881.95,Thin section no. 2349
17/4-1,3883.35,Thin section no. 2350
2/11-1,12695.0,Thin section no. 386
2/11-6 S,3721.36,Thin section no. 1985
2/11-6 S,3722.5,Thin section no. 1986
2/11-6 S,3718.2,Thin section no. 1987
2/11-6 S,3720.0,Thin section no. 1988
2/11-A-2,3412.5,Thin section no. 1993
2/11-A-2,3417.2,Thin section no. 1994
2/11-A-2,3414.5,Thin section no. 1995
2/1-2,3331.6,Thin section no. 176
2/12-1,4637.0,Thin section no. 387
2/12-1,4646.0,Thin section no. 388
2/12-1,4656.0,Thin section no. 389
2/12-1,4662.0,Thin section no. 390
2/12-1,4665.0,Thin section no. 391
2/12-1,4671.0,Thin section no. 392
2/1-4,4036.0,Thin section no. 177
2/1-4,4038.0,Thin section no. 178
2/1-4,4043.0,Thin section no. 179
2/1-4,4048.0,Thin section no. 180
2/1-4,4056.0,Thin section no. 181
2/1-4,4061.0,Thin section no. 182
2/1-4,4065.0,Thin section no. 183
2/1-4,4076.0,Thin section no. 184
2/1-4,4088.0,Thin section no. 185
2/1-4,4096.0,Thin section no. 186
2/1-4,4106.0,Thin section no. 187
2/1-4,4116.0,Thin section no. 188
2/1-4,4127.0,Thin section no. 189
2/1-4,4130.0,Thin section no. 190
2/1-4,4138.0,Thin section no. 191
2/1-6,4127.0,Thin section no. 192
2/1-6,4164.0,Thin section no. 193
2/1-6,4181.0,Thin section no. 194
2/1-6,4197.0,Thin section no. 195
2/1-6,4334.0,Thin section no. 196
2/1-6,4354.0,Thin section no. 197
2/1-6,4363.0,Thin section no. 198
2/1-6,4374.0,Thin section no. 199
2/1-6,4391.0,Thin section no. 200
2/1-7,5115.05,Thin section no. 2321
2/1-7,5116.35,Thin section no. 2322
2/1-7,5116.65,Thin section no. 2323
2/1-7,5119.35,Thin section no. 2324
2/1-7,5122.35,Thin section no. 2325
2/1-7,5125.0,Thin section no. 2326
2/1-7,5125.35,Thin section no. 2327
2/1-7,5126.35,Thin section no. 2328
2/1-7,5148.65,Thin section no. 2329
2/1-7,5156.35,Thin section no. 2330
2/1-7,5164.65,Thin section no. 2331
2/2-1,3358.0,Thin section no. 201
2/2-1,3361.0,Thin section no. 202
2/2-1,3364.0,Thin section no. 203
2/2-1,3714.0,Thin section no. 204
2/2-1,3716.0,Thin section no. 205
2/2-1,3720.0,Thin section no. 206
2/2-1,3721.0,Thin section no. 207
2/2-1,3730.0,Thin section no. 208
2/2-1,3737.0,Thin section no. 209
2/2-2,1988.0,Thin section no. 210
2/2-2,1993.0,Thin section no. 211
2/2-2,2940.0,Thin section no. 212
2/3-4,3136.0,Thin section no. 213
2/4-1,10010.0,Thin section no. 214
2/4-1,10015.0,Thin section no. 215
2/4-2,10679.0,Thin section no. 217
2/4-2,10685.0,Thin section no. 218
2/4-2,10759.0,Thin section no. 219
2/4-3,10679.0,Thin section no. 230
2/4-3,10685.0,Thin section no. 231
2/4-3,10759.0,Thin section no. 232
2/4-3,149.0,Thin section no. 233
2/4-3,150.0,Thin section no. 234
2/4-3,151.0,Thin section no. 235
2/4-3,156.0,Thin section no. 236
2/4-3,157.0,Thin section no. 237
2/4-3,160.0,Thin section no. 238
2/4-3,161.0,Thin section no. 239
2/4-3,162.0,Thin section no. 240
2/4-3,165.0,Thin section no. 241
2/4-3,170.0,Thin section no. 242
2/4-4,10455.0,Thin section no. 245
2/4-4,10474.0,Thin section no. 246
2/4-4,10497.0,Thin section no. 247
2/4-4,16101.0,Thin section no. 248
2/4-4,21901.0,Thin section no. 250
2/4-5,10220.0,Thin section no. 252
2/4-5,10220.0,Thin section no. 253
2/4-5,10455.0,Thin section no. 254
2/4-5,10474.0,Thin section no. 255
2/4-5,10497.0,Thin section no. 256
2/4-5,10191.0,Thin section no. 257
2/4-5,10283.0,Thin section no. 258
2/4-5,10612.0,Thin section no. 259
2/4-5,10625.0,Thin section no. 260
2/4-A-8,10758.0,Thin section no. 261
2/4-A-8,10755.0,Thin section no. 262
2/4-A-8,10749.0,Thin section no. 263
2/4-A-8,10737.0,Thin section no. 265
2/4-A-8,10725.0,Thin section no. 267
2/4-A-8,10719.0,Thin section no. 268
2/4-A-8,10707.0,Thin section no. 270
2/4-A-8,10701.0,Thin section no. 271
2/4-A-8,10695.0,Thin section no. 272
2/4-A-8,10689.0,Thin section no. 273
2/4-A-8,10646.0,Thin section no. 279
2/4-A-8,10641.0,Thin section no. 280
2/4-A-8,10635.3,Thin section no. 281
2/4-A-8,10629.0,Thin section no. 282
2/4-A-8,10623.0,Thin section no. 283
2/4-C-8,9618.0,Thin section no. 284
2/4-C-8,9645.0,Thin section no. 285
2/4-C-8,9662.0,Thin section no. 286
2/4-C-8,9671.0,Thin section no. 287
2/4-C-8,9694.0,Thin section no. 288
2/4-C-8,9696.0,Thin section no. 289
2/4-C-8,9708.0,Thin section no. 291
2/4-C-8,9743.0,Thin section no. 292
2/4-C-8,9759.0,Thin section no. 293
2/4-C-8,9791.0,Thin section no. 294
2/4-C-8,9807.0,Thin section no. 295
2/4-C-8,9990.0,Thin section no. 296
2/4-C-8,10010.0,Thin section no. 297
2/4-C-8,10012.0,Thin section no. 298
2/4-C-8,10024.0,Thin section no. 299
2/4-C-8,10027.0,Thin section no. 300
2/4-C-8,10032.0,Thin section no. 301
2/4-C-8,10044.0,Thin section no. 302
2/4-C-8,10049.0,Thin section no. 303
2/4-C-8,10242.0,Thin section no. 304
2/4-C-8,10249.0,Thin section no. 305
2/4-C-8,10252.0,Thin section no. 306
2/4-F-10,10457.0,Thin section no. 307
2/4-F-10,10804.0,Thin section no. 308
2/4-F-10,10823.0,Thin section no. 309
2/4-F-10,10848.0,Thin section no. 310
2/4-F-10,10882.0,Thin section no. 311
2/5-1,10000.0,Thin section no. 312
2/5-1,10010.0,Thin section no. 313
2/5-1,10018.0,Thin section no. 314
2/5-1,10407.0,Thin section no. 322
2/5-2,10862.0,Thin section no. 323
2/6-1,3232.0,Thin section no. 324
2/6-1,3225.0,Thin section no. 325
2/6-1,3228.0,Thin section no. 326
2/6-1,3224.0,Thin section no. 327
2/6-1,3232.0,Thin section no. 328
2/6-1,2350.0,Thin section no. 329
2/6-1,2580.0,Thin section no. 330
2/6-2,4221.0,Thin section no. 331
2/6-2,4226.0,Thin section no. 332
2/6-5,3231.0,Thin section no. 2215
2/6-5,3234.0,Thin section no. 2216
2/6-5,3237.0,Thin section no. 2217
2/6-5,3240.0,Thin section no. 2218
2/6-5,3243.0,Thin section no. 2219
2/6-5,3246.0,Thin section no. 2220
2/6-5,3249.0,Thin section no. 2221
2/6-5,3252.0,Thin section no. 2222
2/6-5,3253.0,Thin section no. 2223
2/6-5,3254.0,Thin section no. 2224
2/7-14,14001.0,Thin section no. 338
2/7-14,14002.0,Thin section no. 339
2/7-14,14003.0,Thin section no. 340
2/7-14,14004.0,Thin section no. 341
2/7-14,14005.0,Thin section no. 342
2/7-14,14006.0,Thin section no. 343
2/7-14,14007.0,Thin section no. 344
2/7-14,14008.0,Thin section no. 345
2/7-14,14009.0,Thin section no. 346
2/7-14,14010.0,Thin section no. 347
2/7-14,14011.0,Thin section no. 348
2/7-14,14012.0,Thin section no. 349
2/7-14,14013.0,Thin section no. 350
2/7-14,14014.0,Thin section no. 351
2/7-14,14015.0,Thin section no. 352
2/7-14,14016.0,Thin section no. 353
2/7-14,14017.0,Thin section no. 354
2/7-14,14018.0,Thin section no. 355
2/7-14,14019.0,Thin section no. 356
2/7-14,14020.0,Thin section no. 357
2/7-14,14021.0,Thin section no. 358
2/7-14,14022.0,Thin section no. 359
2/7-14,14023.0,Thin section no. 360
2/7-2,9885.0,Thin section no. 333
2/7-2,9904.0,Thin section no. 334
2/7-29,4544.0,Thin section no. 2118
2/7-29,4540.65,Thin section no. 2119
2/7-29,4532.0,Thin section no. 2120
2/7-29,4529.65,Thin section no. 2121
2/7-29,4523.3,Thin section no. 2122
2/7-29,4517.65,Thin section no. 2123
2/7-29,4514.0,Thin section no. 2124
2/7-29,4508.85,Thin section no. 2125
2/7-29,4506.0,Thin section no. 2126
2/7-29,4504.05,Thin section no. 2127
2/7-29,4500.8,Thin section no. 2128
2/7-29,4493.35,Thin section no. 2129
2/7-29,4490.7,Thin section no. 2130
2/7-29,4487.85,Thin section no. 2131
2/7-29,4482.65,Thin section no. 2132
2/7-29,4477.65,Thin section no. 2133
2/7-B-11,11001.0,Thin section no. 361
2/7-B-11,11002.0,Thin section no. 362
2/7-B-11,11003.0,Thin section no. 363
2/7-B-11,11004.0,Thin section no. 364
2/7-B-11,11005.0,Thin section no. 365
2/7-B-11,11006.0,Thin section no. 366
2/7-B-11,11007.0,Thin section no. 367
2/7-B-11,11008.0,Thin section no. 368
2/7-B-11,11009.0,Thin section no. 369
2/7-B-11,11010.0,Thin section no. 370
2/7-B-11,11011.0,Thin section no. 371
2/7-B-11,11012.0,Thin section no. 372
2/7-B-11,11013.0,Thin section no. 373
2/7-B-11,11014.0,Thin section no. 374
2/7-B-11,11015.0,Thin section no. 375
2/7-B-11,11016.0,Thin section no. 376
2/7-B-11,11017.0,Thin section no. 377
2/7-B-11,11018.0,Thin section no. 378
2/7-B-11,11019.0,Thin section no. 379
2/7-B-11,11020.0,Thin section no. 380
2/7-B-11,11021.0,Thin section no. 381
2/7-B-11,11022.0,Thin section no. 382
2/7-B-11,11023.0,Thin section no. 383
2/8-A-1,2498.6,Thin section no. 1990
2/8-A-1,2463.7,Thin section no. 1991
2/8-A-1,2447.5,Thin section no. 1992
2/8-A-16 A,2822.5,Thin section no. 1983
2/8-A-4 A,2510.0,Thin section no. 1984
2/8-A-7 A,2741.0,Thin section no. 1989
2/9-2,3904.0,Thin section no. 384
2/9-2,3907.0,Thin section no. 385
24/12-2,4960.76,Thin section no. 2389
24/12-2,4962.5,Thin section no. 2390
24/12-2,4967.04,Thin section no. 2391
24/12-2,4967.6,Thin section no. 2392
24/12-2,4972.09,Thin section no. 2393
25/10-2 R,9884.0,Thin section no. 2351
25/10-2 R,9896.0,Thin section no. 2352
25/10-2 R,9910.0,Thin section no. 2353
25/10-2 R,9950.0,Thin section no. 2354
25/10-2 R,9965.5,Thin section no. 2355
25/10-2 R,9976.0,Thin section no. 2356
25/11-1,991.0,Thin section no. 455
25/11-1,1879.0,Thin section no. 456
25/11-1,1896.0,Thin section no. 457
25/11-1,1904.0,Thin section no. 458
25/11-1,1938.0,Thin section no. 472
25/11-1,1936.0,Thin section no. 473
25/11-1,6215.0,Thin section no. 474
25/1-7,1922.0,Thin section no. 395
25/1-7,1980.0,Thin section no. 396
25/1-7,2080.0,Thin section no. 397
25/1-7,2120.0,Thin section no. 398
25/1-7,2124.0,Thin section no. 399
25/1-7,2167.0,Thin section no. 400
25/1-7,2068.0,Thin section no. 401
25/1-7,2181.0,Thin section no. 402
25/1-7,2181.0,Thin section no. 403
25/1-7,2182.0,Thin section no. 404
25/1-7,2182.0,Thin section no. 405
25/1-7,2190.0,Thin section no. 406
25/1-7,2192.0,Thin section no. 407
25/1-7,2195.0,Thin section no. 408
25/1-7,2199.0,Thin section no. 409
25/1-7,2199.0,Thin section no. 410
25/1-7,2199.0,Thin section no. 411
25/1-7,2200.0,Thin section no. 412
25/1-7,2217.0,Thin section no. 413
25/1-7,2218.0,Thin section no. 414
25/1-7,2223.0,Thin section no. 415
25/1-7,2230.0,Thin section no. 416
25/1-7,2416.0,Thin section no. 417
25/1-8 S,1948.0,Thin section no. 418
25/2-1,1952.0,Thin section no. 419
25/2-5,3385.0,Thin section no. 420
25/2-5,3384.0,Thin section no. 421
25/4-1,2104.0,Thin section no. 422
25/4-1,2412.0,Thin section no. 423
25/4-1,3222.0,Thin section no. 424
25/4-1,3229.0,Thin section no. 425
25/4-1,3229.0,Thin section no. 426
25/4-1,3230.0,Thin section no. 427
25/4-1,3295.0,Thin section no. 428
25/4-1,3224.0,Thin section no. 429
25/4-1,3296.0,Thin section no. 430
25/4-1,3380.0,Thin section no. 431
25/4-1,3298.0,Thin section no. 432
25/4-1,3298.0,Thin section no. 433
25/4-1,3324.0,Thin section no. 434
25/7-2,4131.0,Thin section no. 2394
25/7-2,4146.25,Thin section no. 2395
25/7-2,4148.25,Thin section no. 2396
25/7-2,4152.75,Thin section no. 2397
25/7-2,4160.25,Thin section no. 2398
25/7-2,4166.0,Thin section no. 2399
25/7-2,4168.0,Thin section no. 2400
25/8-1,1754.0,Thin section no. 435
25/8-1,1754.0,Thin section no. 436
25/8-1,1755.0,Thin section no. 437
25/8-1,1756.0,Thin section no. 438
25/8-1,1754.0,Thin section no. 439
25/8-1,5866.0,Thin section no. 443
25/8-1,5845.0,Thin section no. 444
25/8-1,5862.0,Thin section no. 445
25/8-1,5875.0,Thin section no. 446
25/8-1,6042.5,Thin section no. 447
25/8-1,5776.5,Thin section no. 448
25/8-1,5869.0,Thin section no. 449
25/8-1,5836.0,Thin section no. 450
25/8-1,5773.0,Thin section no. 451
25/8-1,5825.5,Thin section no. 452
25/8-1,7767.0,Thin section no. 453
25/8-1,7740.0,Thin section no. 454
29/3-1,3546.25,Thin section no. 1154
29/6-1,4328.5,Thin section no. 1286
29/6-1,4323.1,Thin section no. 1287
29/6-1,4317.8,Thin section no. 1288
29/6-1,4312.7,Thin section no. 1289
29/6-1,4303.2,Thin section no. 1290
29/6-1,4299.0,Thin section no. 1291
29/6-1,4294.0,Thin section no. 1292
29/6-1,4289.2,Thin section no. 1293
29/6-1,4281.3,Thin section no. 1294
29/6-1,4275.0,Thin section no. 1295
29/6-1,4271.0,Thin section no. 1296
29/6-1,4259.2,Thin section no. 1297
29/6-1,4237.0,Thin section no. 1298
29/6-1,4231.9,Thin section no. 1299
29/6-1,4228.5,Thin section no. 1300
29/6-1,4225.0,Thin section no. 1301
29/6-1,4222.08,Thin section no. 1302
29/6-1,4219.9,Thin section no. 1303
3/7-3,3338.0,Thin section no. 476
3/7-3,3344.0,Thin section no. 477
3/7-3,3346.0,Thin section no. 478
30/10-A-4,2035.0,Thin section no. 483
30/10-A-4,2037.0,Thin section no. 484
30/10-A-4,2040.0,Thin section no. 485
30/10-A-4,2063.0,Thin section no. 486
30/10-A-4,2128.0,Thin section no. 487
30/10-A-4,2143.0,Thin section no. 488
30/2-1,3972.5,Thin section no. 2213
30/2-1,3980.0,Thin section no. 2214
30/2-2,4134.68,Thin section no. 1245
30/2-2,4132.38,Thin section no. 1246
30/2-2,4124.7,Thin section no. 1247
30/2-2,4106.35,Thin section no. 1248
30/2-2,4106.02,Thin section no. 1249
30/2-2,4098.9,Thin section no. 1250
30/2-2,4093.3,Thin section no. 1251
30/2-2,4089.65,Thin section no. 1252
30/2-2,4086.65,Thin section no. 1253
30/2-2,4082.65,Thin section no. 1254
30/2-2,4078.65,Thin section no. 1255
30/2-2,4040.25,Thin section no. 1256
30/2-2,4020.73,Thin section no. 1257
30/2-2,3984.42,Thin section no. 1258
30/2-2,3973.67,Thin section no. 1259
30/2-2,3968.45,Thin section no. 1260
30/2-2,4116.65,Thin section no. 1261
30/2-2,3963.74,Thin section no. 1262
30/2-2,3957.82,Thin section no. 1263
30/2-2,3955.7,Thin section no. 1264
30/2-2,3951.45,Thin section no. 1265
30/2-2,3944.9,Thin section no. 1266
30/2-2,3939.95,Thin section no. 1267
30/3-2,3074.4,Thin section no. 2204
30/3-2,3078.1,Thin section no. 2205
30/3-2,3085.1,Thin section no. 2206
30/3-2,3091.6,Thin section no. 2207
30/3-2,3097.2,Thin section no. 2208
30/3-2 R,2895.0,Thin section no. 1314
30/3-2 R,3073.7,Thin section no. 1315
30/3-2 R,3078.0,Thin section no. 1316
30/3-2 R,3081.8,Thin section no. 1317
30/3-2 R,3098.0,Thin section no. 1318
30/3-2 R,3121.0,Thin section no. 1319
30/3-2 R,3295.45,Thin section no. 1320
30/3-2 R,3304.7,Thin section no. 1321
30/3-2 R,3306.1,Thin section no. 1322
30/3-7 B,4346.4,Thin section no. 2209
30/3-7 B,4351.65,Thin section no. 2210
30/3-7 S,4694.55,Thin section no. 1304
30/3-7 S,4697.5,Thin section no. 1305
30/3-7 S,4701.75,Thin section no. 1306
30/3-7 S,4710.5,Thin section no. 1307
30/3-7 S,4715.3,Thin section no. 1308
30/3-7 S,4722.5,Thin section no. 1309
30/3-7 S,4733.75,Thin section no. 1310
30/3-7 S,4744.8,Thin section no. 1311
30/3-7 S,4754.55,Thin section no. 1312
30/3-7 S,4866.0,Thin section no. 1313
30/3-A-7,3568.9,Thin section no. 2211
30/3-A-7,3591.7,Thin section no. 2212
30/3-A-8,5522.66,Thin section no. 2199
30/3-A-8,5535.6,Thin section no. 2200
30/6-11,3505.75,Thin section no. 1268
30/6-11,3503.3,Thin section no. 1269
30/6-11,3494.3,Thin section no. 1270
30/6-11,3486.5,Thin section no. 1271
30/6-11,3482.8,Thin section no. 1272
30/6-11,3476.3,Thin section no. 1273
30/6-11,3471.8,Thin section no. 1274
30/6-11,3464.6,Thin section no. 1275
30/6-11,3461.5,Thin section no. 1276
30/6-11,3461.2,Thin section no. 1277
30/6-11,3453.4,Thin section no. 1278
30/6-8,2769.0,Thin section no. 479
30/6-8,2772.0,Thin section no. 480
30/6-8,2778.0,Thin section no. 481
30/6-8,2783.0,Thin section no. 482
31/2-18,1500.5,Thin section no. 1979
31/2-18,1501.5,Thin section no. 1980
31/2-18,1515.1,Thin section no. 1981
31/2-3,1414.0,Thin section no. 489
31/2-3,1433.0,Thin section no. 490
31/2-3,1443.0,Thin section no. 491
31/2-3,1450.0,Thin section no. 492
31/2-3,1471.0,Thin section no. 493
31/2-3,1487.0,Thin section no. 494
31/2-3,1493.0,Thin section no. 495
31/2-3,1505.0,Thin section no. 496
31/2-3,1513.0,Thin section no. 497
31/2-3,1523.0,Thin section no. 498
31/2-3,1534.0,Thin section no. 499
31/2-3,1540.0,Thin section no. 500
31/2-3,1554.0,Thin section no. 501
31/2-3,1558.0,Thin section no. 502
31/2-3,1564.0,Thin section no. 503
31/2-3,1566.0,Thin section no. 504
31/2-3,1569.0,Thin section no. 505
31/2-3,1575.0,Thin section no. 506
31/2-3,1580.0,Thin section no. 507
31/2-3,1586.0,Thin section no. 508
31/2-3,1587.0,Thin section no. 509
31/2-3,1628.0,Thin section no. 511
31/2-5,1540.0,Thin section no. 512
31/2-5,1545.0,Thin section no. 513
