Well,Test type,Bottle number,Top depth,Base depth,Fluid type,Test time ,Received date,NPDID wellbore
6407/7-3,DST ,DST3      ,2852.0,2867.0, ,1988-05-11 00:00:00,1991-02-28 00:00:00,1229
6407/7-4,DST ,DST2A     ,2999.0,3008.0, ,1989-03-21 00:00:00,1991-12-05 00:00:00,1360
6407/7-4,DST ,DST 2B    ,2999.0,3008.0, ,1989-03-25 00:00:00,1991-02-28 00:00:00,1360
6407/7-6,DST ,DST 1     ,3726.0,0.0, ,2000-12-01 00:00:00,2001-02-28 00:00:00,4172
6407/7-7 S,DST ,          ,3623.0,0.0,CONDENSATE,2010-05-19 00:00:00,2011-03-10 00:00:00,5550
6407/9-1,DST ,DST1      ,1638.0,1632.0, ,1984-08-29 15:00:00,1991-12-05 00:00:00,133
6407/9-1,DST ,TEST1     ,1632.0,1638.0, ,1984-08-29 15:00:00,1991-03-06 00:00:00,133
6407/9-2,DST ,DST2      ,1651.0,1657.0, ,1985-01-16 00:00:00,1991-03-06 00:00:00,449
6407/9-3,DST ,TEST1E    ,1631.0,1643.0, ,1985-07-20 01:30:00,1991-03-16 00:00:00,469
6407/9-4,DST ,TEST2A    ,1662.0,1667.0, ,1985-08-16 23:30:00,1991-03-06 00:00:00,480
6407/9-5,DST ,DST1      ,1654.0,1661.0, ,1985-10-30 01:30:00,1991-03-06 00:00:00,492
6407/9-6,DST ,SAMPLE8   ,1637.0,1646.0, ,1986-02-18 00:00:00,1991-03-06 00:00:00,871
6506/11-2,DST ,DST1A     ,4668.0,4704.0, ,1991-08-29 16:30:00,1992-04-01 00:00:00,1754
6506/11-2,DST ,DST2      ,4553.2,4597.0, ,1991-09-10 09:00:00,1992-04-01 00:00:00,1754
6506/11-2,DST ,DST4      ,4420.0,4371.0, ,1991-09-22 20:00:00,1992-04-01 00:00:00,1754
6506/11-2,DST ,TEST5     ,4048.0,4005.0, ,1991-10-03 20:00:00,1992-04-01 00:00:00,1754
6506/11-2,DST ,TEST6     ,3373.5,3398.5, ,1991-10-10 04:30:00,1992-04-01 00:00:00,1754
6506/11-6,DST ,DST1      ,4849.0,4839.0, ,1998-07-06 08:15:00,1998-07-21 00:00:00,3306
6506/11-6,DST ,TEST2     ,4737.0,4695.0,CONDENSATE,1998-07-21 01:12:00,1998-09-16 00:00:00,3306
6506/11-6,DST ,TEST3     ,4669.0,4651.0,CONDENSATE,,1998-09-16 00:00:00,3306
6506/11-7,DST ,          ,0.0,0.0,CONDENSATE,2001-06-22 22:00:00,2011-03-10 00:00:00,3322
6506/11-7,DST ,          ,0.0,0.0,CONDENSATE,2001-07-14 00:00:00,2011-03-10 00:00:00,3322
6506/11-8,DST ,2C        ,4773.0,0.0,CONDENSATE,,2011-03-10 00:00:00,5295
6506/11-8,DST ,2B        ,0.0,4578.0,CONDENSATE,,2011-03-10 00:00:00,5295
6506/12-1,DST ,DST2      ,4351.0,4374.0, ,1984-12-11 00:00:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST2C     ,4373.0,4351.0, ,1984-12-12 00:00:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST3      ,4374.0,4351.0, ,1984-12-22 20:50:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST4      ,4251.0,4261.0, ,1984-12-26 00:00:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST4B     ,4251.0,4261.0, ,1984-12-30 10:03:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST5B     ,4203.0,4218.0, ,1985-01-08 03:30:00,1991-12-05 00:00:00,1004
6506/12-1,DST ,DST5D     ,4203.0,4218.0, ,1985-01-14 00:00:00,1992-04-01 00:00:00,1004
6506/12-1,DST ,DST7      ,3993.0,4011.0, ,1985-01-27 00:00:00,1992-04-01 00:00:00,1004
6506/12-10 A,DST ,TEST1     ,0.0,0.0, ,1995-10-28 13:00:00,1996-04-15 00:00:00,2610
6506/12-11 S,DST ,          ,0.0,0.0, ,,,2795
6506/12-11 S,DST ,DST1      ,0.0,0.0, ,1996-08-23 09:30:00,1996-11-29 00:00:00,2795
6506/12-11 S,DST ,DST2      ,0.0,0.0, ,1996-09-03 05:30:00,1996-11-29 00:00:00,2795
6506/12-3,DST ,DST1      ,4222.0,4241.0, ,1985-05-21 23:20:00,1992-04-01 00:00:00,468
6506/12-3,DST ,DST2      ,4143.0,4148.0, ,1985-05-28 00:30:00,1992-04-01 00:00:00,468
6506/12-3,DST ,DST3      ,3960.0,3980.0, ,1985-06-04 01:30:00,1992-04-01 00:00:00,468
6506/12-3,DST ,DST4      ,3880.0,3890.0, ,1985-06-10 00:00:00,1992-04-01 00:00:00,468
6506/12-3,DST ,DST5      ,3822.0,3836.0, ,1985-07-03 10:10:00,1992-04-01 00:00:00,468
6506/12-3,DST ,DST6      ,3162.0,3173.0, ,1985-07-08 16:40:00,1992-04-01 00:00:00,468
6506/12-5,DST ,DST2      ,4004.0,4009.5, ,1986-02-21 21:46:00,1992-01-17 00:00:00,852
6506/12-5,DST ,DST2B     ,0.0,0.0, ,1986-02-23 06:45:00,1992-04-01 00:00:00,852
6506/12-5,DST ,DST4      ,3145.0,3148.5, ,1986-03-12 23:10:00,1992-04-01 00:00:00,852
6506/12-6,DST ,TEST1     ,4485.0,4496.0, ,1986-07-02 15:40:00,1992-04-01 00:00:00,1342
6506/12-6,DST ,TEST3     ,4283.0,4323.0, ,1986-07-16 08:45:00,1992-04-01 00:00:00,1342
6506/12-7,DST ,TEST1     ,4741.0,4748.0, ,1982-07-18 02:00:00,1992-04-01 00:00:00,300
6506/12-7,DST ,TEST2     ,4702.0,4707.0, ,1982-07-24 14:25:00,1992-04-01 00:00:00,300
6506/12-7,DST ,TEST3     ,4474.0,4512.0, ,1982-07-30 00:00:00,1992-04-01 00:00:00,300
6506/12-8,DST ,TEST1     ,4237.0,4277.0, ,1988-08-16 05:00:00,1992-05-02 00:00:00,1068
6506/12-8,DST ,TEST2     ,3915.0,3923.0, ,1988-08-25 01:00:00,1992-05-02 00:00:00,1068
6506/12-9 S,DST ,DST5      ,0.0,0.0,OIL,1993-08-29 18:00:00,1993-10-01 00:00:00,2128
6506/12-K-3 H,DST ,          ,0.0,0.0, ,1998-06-06 00:00:00,1998-07-23 00:00:00,3124
6506/9-3,MDT ,          ,4250.9,0.0,CONDENSATE,2013-08-16 00:00:00,2013-09-12 00:00:00,7207
6506/9-3,MDT ,          ,0.0,4305.7,CONDENSATE,2013-08-16 00:00:00,2013-09-12 00:00:00,7207
6507/10-2 S,MDT ,          ,2674.0,0.0,OIL,,2016-01-29 00:00:00,7300
6507/11-3,DST ,DST1      ,2519.0,2521.0, ,1985-08-01 16:30:00,1991-02-20 00:00:00,470
6507/11-3,DST ,DST2      ,2495.0,2508.0, ,1985-08-05 17:00:00,1991-02-20 00:00:00,470
6507/11-3,DST ,DST3      ,2412.5,2419.5, ,1985-08-10 10:53:00,1991-02-20 00:00:00,470
6507/11-9,DST ,2A        ,0.0,0.0,WATER,,,5766
6507/2-2,DST ,TEST1A    ,3294.0,3285.0,CONDENSATE,1992-02-16 23:00:00,,1840
6507/2-2,DST ,TEST2     ,2831.0,2820.0, ,1992-03-02 03:57:00,1992-03-27 00:00:00,1840
6507/2-4,DST ,          ,0.0,0.0, ,,2011-08-06 00:00:00,5685
6507/3-1,DST ,TEST3     ,3611.0,3636.0, ,1990-10-10 13:30:00,1992-05-02 00:00:00,1533
6507/5-1,DST ,DST1      ,3607.0,3653.0,OIL,1998-04-02 07:35:00,1998-04-28 00:00:00,3683
6507/5-1,DST ,DST2      ,3430.0,3442.0,CONDENSATE,1998-04-13 18:00:00,1998-04-28 00:00:00,3683
6507/5-1,DST ,DST2A     ,3494.0,3514.0,CONDENSATE,1998-04-15 21:30:00,1998-04-28 00:00:00,3683
6507/5-1,DST ,DST3      ,2993.0,3001.0,OIL,1998-04-26 08:53:00,1998-04-28 00:00:00,3683
6507/5-5,DST ,          ,0.0,0.0, ,,2011-08-06 00:00:00,4428
6507/6-2,RFT ,RFT-2A    ,2754.5,2886.5, ,1991-06-08 00:00:00,1991-07-22 00:00:00,1520
6507/7-2,DST ,          ,2417.0,2439.0, ,1985-04-29 00:00:00,1991-07-22 00:00:00,464
6507/7-2,DST ,          ,2365.0,2376.0, ,1985-04-30 00:00:00,1991-07-22 00:00:00,464
6507/7-2,DST ,DST4A     ,2330.0,2340.0, ,1985-05-24 00:00:00,1991-07-22 00:00:00,464
6507/7-2,DST ,DST5      ,2290.0,2310.0, ,1985-05-29 00:00:00,1991-07-22 00:00:00,464
6507/7-2,DST ,DST6      ,2232.0,2245.0, ,1985-06-01 00:00:00,1991-07-22 00:00:00,464
6507/7-2,DST ,DST7      ,2203.0,2222.0, ,1985-06-05 00:00:00,1991-07-22 00:00:00,464
6507/7-3,DST ,DST1      ,2413.0,2430.0, ,1985-09-03 00:00:00,1991-07-22 00:00:00,482
6507/7-3,DST ,DST2      ,2385.0,2400.0, ,1985-09-08 00:00:00,1991-07-22 00:00:00,482
6507/7-3,DST ,DST3      ,2368.0,2380.0, ,1985-09-12 00:00:00,1991-07-22 00:00:00,482
6507/7-4,DST ,DST1      ,2494.0,2499.0, ,1985-12-18 00:00:00,1991-07-22 00:00:00,853
6507/7-4,DST ,DST2      ,2470.0,2477.0, ,1985-12-24 00:00:00,1991-07-22 00:00:00,853
6507/7-4,DST ,DST3      ,2418.0,2424.0, ,1985-12-31 00:00:00,1991-07-22 00:00:00,853
6507/7-5,DST ,          ,2418.0,2424.0, ,1986-02-21 00:00:00,1991-07-22 00:00:00,879
6507/7-5,DST ,TEST1     ,0.0,0.0, ,1987-01-20 00:00:00,1992-05-02 00:00:00,879
6507/7-5,DST ,DST2      ,2355.0,2375.0, ,1986-02-25 00:00:00,1991-07-22 00:00:00,879
6507/7-5,DST ,          ,2355.0,2375.0, ,1986-03-02 00:00:00,1991-07-22 00:00:00,879
6507/7-5,DST ,TEST2A    ,2355.0,2375.0, ,1986-03-02 00:00:00,1992-05-02 00:00:00,879
6507/7-6,DST ,DST1      ,2411.5,2424.0, ,1986-08-24 00:00:00,1991-07-22 00:00:00,922
6507/7-6,DST ,DST2      ,2348.5,2365.0, ,1984-08-30 00:00:00,1991-07-22 00:00:00,922
6507/7-6,DST ,TEST2     ,0.0,0.0, ,1986-08-30 00:00:00,1992-05-02 00:00:00,922
6507/7-8,DST ,DST1      ,2473.0,2480.0, ,1987-07-19 00:00:00,1991-07-22 00:00:00,1071
6507/7-8,DST ,DST2      ,2438.0,2441.0, ,1987-07-21 00:00:00,1991-07-22 00:00:00,1071
6507/8-1,DST ,DST1      ,2444.0,2462.5, ,1986-11-30 00:00:00,1991-07-22 00:00:00,933
6507/8-1,DST ,DST2      ,2386.0,2406.0, ,1986-12-04 00:00:00,1991-07-22 00:00:00,933
6507/8-4,DST ,TEST2     ,2200.0,2221.0, ,1990-07-25 12:00:00,1992-05-02 00:00:00,1340
6507/8-4,DST ,TEST3     ,2163.5,2168.0, ,1990-07-30 23:00:00,1992-05-02 00:00:00,1340
6507/8-4,DST ,TEST4     ,2126.0,2135.0, ,1990-08-07 23:55:00,1992-05-02 00:00:00,1340
6508/1-2,MDT ,          ,1754.1,0.0,OIL,,2011-12-22 00:00:00,6551
6604/2-1,DST ,          ,3115.0,0.0,WATER,2011-04-19 00:00:00,2011-05-24 00:00:00,6568
6605/8-1,    ,          ,0.0,0.0,CONDENSATE,2005-09-22 20:00:00,2005-10-25 00:00:00,4984
6605/8-1,DST ,          ,0.0,0.0, ,,,4984
6607/12-3,MDT ,          ,0.0,0.0,CONDENSATE,,2013-05-20 00:00:00,7039
6608/10-14 S,DST ,3C        ,2568.1,0.0,OIL,,2011-03-10 00:00:00,6306
6608/10-14 S,DST ,1A        ,2692.4,0.0,OIL,,2011-03-10 00:00:00,6306
6608/10-15,MDT ,          ,0.0,1963.0,OIL,,2014-01-17 00:00:00,7245
6608/10-2,DST ,DST2      ,2673.0,2695.0, ,1992-01-04 16:30:00,1992-02-10 00:00:00,1782
6608/10-2,DST ,DST3A     ,2603.0,2606.0, ,1992-01-10 09:30:00,1992-02-10 00:00:00,1782
6608/10-2,DST ,DST3B     ,2603.0,2606.0, ,1992-01-13 20:00:00,1992-02-10 00:00:00,1782
6608/10-4,DST ,DST2      ,2582.2,2466.2,OIL,1994-02-16 00:20:00,1994-03-11 00:00:00,2256
6608/10-4,DST ,DST3AB    ,2514.0,2484.5, ,1994-02-23 20:00:00,1994-03-11 00:00:00,2256
6608/10-6,DST ,          ,0.0,0.0,OIL,,,3260
6608/10-6,MDT ,          ,1910.5,0.0,OIL,2000-01-01 00:00:00,,3260
6608/10-7,MDT ,          ,0.0,0.0,OIL,2001-04-30 02:26:00,2011-03-10 00:00:00,4273
6608/10-9,DST ,          ,2169.0,0.0,OIL,,,4668
6608/11-4,DST ,          ,1657.6,0.0,WATER,2004-05-16 00:00:00,2011-03-10 00:00:00,4939
6610/7-2,MUD ,          ,0.0,0.0,BASE OIL,,1992-05-02 00:00:00,26
6706/12-2,MDT ,          ,2599.01,0.0,OIL,,2015-05-06 00:00:00,7651
7/11-9,DST ,DST1      ,4169.0,4182.5, ,1986-03-03 00:00:00,1991-02-28 00:00:00,856
7/11-A-1,DST ,          ,0.0,0.0, ,1996-03-06 00:00:00,1996-04-15 00:00:00,832
7/11-A-8,DST ,          ,0.0,0.0, ,1996-03-05 00:00:00,1996-04-15 00:00:00,839
7/11-A-9,DST ,          ,0.0,0.0, ,1996-03-05 00:00:00,1996-04-15 00:00:00,840
7/12-2,DST ,DST1A     ,3640.2,3666.0, ,1976-09-08 00:00:00,1991-07-22 00:00:00,295
7/12-2,DST ,DST2      ,3525.0,3532.0, ,1976-09-11 00:00:00,1991-07-22 00:00:00,295
7/12-2,DST ,DST3      ,3426.5,3437.7, ,1976-09-14 00:00:00,1991-07-22 00:00:00,295
7/12-2,DST ,DST4      ,3383.7,3393.0, ,1976-09-18 00:00:00,1991-07-22 00:00:00,295
7/12-6,DST ,TEST2     ,0.0,3511.0, ,1981-07-16 00:00:00,1997-04-01 00:00:00,281
7/12-6,DST ,          ,0.0,0.0, ,1983-06-29 00:00:00,1991-10-01 00:00:00,281
7/4-2,DST ,          ,0.0,3389.0, ,,2011-08-06 00:00:00,5683
7/7-2,DST ,TEST2     ,3333.0,3342.0, ,1992-04-15 00:00:00,1992-05-02 00:00:00,1868
7/8-3,DST ,DST1      ,3762.0,3767.0, ,1983-12-02 00:00:00,1991-07-22 00:00:00,28
7/8-3,DST ,DST2      ,3734.5,3740.5, ,1983-12-05 00:00:00,1991-07-22 00:00:00,28
7119/12-3,DST ,TEST1     ,3185.0,3195.0, ,1983-09-03 13:15:00,1992-04-01 00:00:00,17
7119/9-1,RFT ,RFT 1     ,2748.0,0.0, ,1984-09-14 00:00:00,1995-08-09 00:00:00,132
7119/9-1,RFT ,RFT 2     ,3096.0,0.0, ,1985-09-15 00:00:00,1995-08-09 00:00:00,132
7120/1-2,DST ,TEST3A    ,1879.0,1971.0, ,1989-03-21 10:30:00,1992-04-01 00:00:00,1366
7120/1-2,DST ,          ,1888.0,1896.0, ,1989-03-21 00:00:00,1991-03-06 00:00:00,1366
7120/1-2,DST ,DST3B     ,1944.0,1971.0, ,1989-03-22 00:00:00,1991-03-06 00:00:00,1366
7120/12-2,DST ,          ,1985.0,1991.0,CONDENSATE,1981-09-03 00:00:00,1991-02-28 00:00:00,122
7120/1-3,DST ,          ,2315.7,0.0,OIL,2013-09-04 00:00:00,2013-09-30 00:00:00,7210
7120/1-3,DST ,          ,2361.6,0.0,OIL,2013-09-04 00:00:00,2013-09-30 00:00:00,7210
7120/2-1,DST ,          ,0.0,0.0, ,,1991-02-28 00:00:00,473
7120/2-1,DST ,          ,0.0,0.0, ,1986-08-07 00:00:00,1992-04-01 00:00:00,473
7120/6-1,DST ,DST2      ,2432.05,2436.05,OIL,1985-04-13 00:00:00,1991-02-28 00:00:00,456
7120/6-1,DST ,DST4      ,2386.0,2401.0,CONDENSATE,1985-04-25 00:00:00,1991-02-28 00:00:00,456
7120/6-2 S,DST ,0         ,2630.0,0.0,OIL,,2011-03-10 00:00:00,3558
7120/6-2 S,MDT ,          ,2632.0,0.0,OIL,2007-07-11 03:05:00,,3558
7120/7-1,DST ,TEST2     ,2415.0,2435.0, ,1982-09-29 14:00:00,1992-04-01 00:00:00,85
7120/7-2,DST ,TEST1     ,2153.0,2180.0, ,1983-08-11 18:55:00,1992-04-01 00:00:00,18
7120/8-1,DST ,DST1      ,2165.0,2172.0, ,1981-08-20 13:00:00,1992-04-01 00:00:00,120
7120/8-1,DST ,DST2      ,2133.0,2138.0, ,1981-08-26 19:00:00,1992-04-01 00:00:00,120
7120/8-1,DST ,DST3      ,2093.0,2110.0, ,1981-08-31 04:00:00,1992-04-01 00:00:00,120
7120/8-2,DST ,DST1      ,2092.0,2097.0, ,1982-07-20 17:00:00,1992-04-01 00:00:00,50
7120/9-1,DST ,DST2A     ,1869.0,1874.0, ,1982-09-17 00:00:00,1991-02-28 00:00:00,82
7121/4-1,DST ,DST1      ,2497.0,2504.0,WATER,1985-04-07 00:00:00,1992-04-01 00:00:00,135
7121/4-1,DST ,DST2      ,2471.0,2465.0,CONDENSATE,1984-10-05 00:04:00,1991-02-28 00:00:00,135
7121/4-1,DST ,DST3      ,2419.8,2434.8,OIL,1984-10-10 00:00:00,1992-04-01 00:00:00,135
7121/4-1,DST ,DST4      ,2353.0,2385.0,CONDENSATE,1984-10-17 00:00:00,1992-04-01 00:00:00,135
7121/5-1,DST ,DST1      ,2436.0,2439.0, ,1985-09-04 00:15:00,1992-04-01 00:00:00,479
7121/7-1,DST ,DST2      ,1866.0,1871.0, ,1984-07-23 00:00:00,1992-04-01 00:00:00,130
7121/7-2,DST ,DST1      ,2180.0,2153.0, ,1986-08-07 00:00:00,,881
7121/7-2,FMT ,          ,0.0,1899.0, ,1986-08-01 00:00:00,,881
7121/7-2,MDT ,          ,0.0,0.0, ,,,881
7122/6-1,DST ,          ,2424.0,2434.0, ,1987-11-03 00:00:00,1990-11-30 00:00:00,1140
7122/7-1,DST ,MDT-1     ,1114.4,0.0,OIL,2000-09-30 21:00:00,2000-10-24 00:00:00,4173
7122/7-2,DST ,          ,0.0,0.0,OIL,,2011-08-06 00:00:00,4391
7122/7-3,MDT ,          ,0.0,1195.6, ,2005-11-30 00:00:00,2006-01-03 00:00:00,5214
7122/7-3,MDT ,          ,1812.0,0.0, ,2005-12-17 00:00:00,2006-01-03 00:00:00,5214
7122/7-4 S,DST ,          ,0.0,0.0, ,,2011-08-06 00:00:00,5406
7128/4-1,DST ,DST1-1A   ,1610.0,1595.0, ,1994-02-09 00:00:00,1994-12-07 00:00:00,2049
7128/4-1,DST ,DST1A-1B  ,1610.0,1577.0, ,1994-02-10 21:00:00,,2049
7128/4-1,DST ,DST2      ,1577.0,0.0, ,1994-02-17 14:15:00,1994-03-11 00:00:00,2049
7219/12-1,MDT ,          ,0.0,0.0, ,,,8024
7219/12-1,MDT ,          ,1628.0,0.0,OIL,,2017-02-08 00:00:00,8024
7220/11-1,DST ,1A        ,1946.5,1937.0,OIL,2014-10-02 00:00:00,2014-12-12 00:00:00,7503
7220/11-1,DST ,1B        ,1921.0,1913.0,OIL,2014-10-05 00:00:00,2014-12-12 00:00:00,7503
7220/11-2 A,MDT ,          ,0.0,0.0,OIL,2015-06-04 00:00:00,2015-07-01 00:00:00,7693
7220/11-2 A,MDT ,          ,0.0,0.0,OIL,2015-06-04 00:00:00,2015-07-01 00:00:00,7693
7220/5-1,MDT ,          ,1404.0,0.0,OIL,,2012-07-19 00:00:00,6775
7220/5-1,MDT ,          ,1404.1,0.0,OIL,,2012-07-19 00:00:00,6775
7220/5-1,MDT ,          ,0.0,1381.0,OIL,,2012-07-19 00:00:00,6775
7220/7-1,MDT ,          ,1894.0,0.0,OIL,,2012-07-19 00:00:00,6756
7220/7-1,MDT ,          ,1793.0,0.0,OIL,2012-01-11 00:00:00,2012-07-19 00:00:00,6756
7220/7-1,MDT ,          ,1793.0,0.0,OIL,2012-01-11 00:00:00,2012-07-19 00:00:00,6756
7220/7-2 S,MDT ,          ,1165.0,0.0,OIL,2014-03-07 00:00:00,2012-03-12 00:00:00,7252
7220/7-2 S,MDT ,          ,1302.32,0.0,OIL,2014-03-19 00:00:00,2014-03-25 00:00:00,7252
7220/7-3 S,MDT ,          ,1543.3,0.0,OIL,2014-09-23 00:00:00,2014-09-26 00:00:00,7414
7220/7-3 S,MDT ,          ,1952.2,0.0,OIL,2014-09-23 00:00:00,2014-09-26 00:00:00,7414
7220/8-1,MDT ,          ,1380.5,0.0,OIL,2011-04-13 00:00:00,2011-08-06 00:00:00,6484
7222/6-1 S,DST ,"1,01      ",1633.8,0.0,OIL,2008-02-22 14:05:00,2011-03-10 00:00:00,5755
7224/7-1,RFT ,RFT       ,902.0,0.0, ,,,1245
7228/7-1 A,MDT ,          ,2091.1,0.0,CONDENSATE,2001-07-23 00:00:00,2013-03-10 00:00:00,4257
7228/7-1 A,MDT ,          ,0.0,0.0,CONDENSATE,2001-07-23 00:00:00,2011-03-10 00:00:00,4257
7324/7-2,MDT ,          ,714.8,0.0,OIL,,2016-01-20 00:00:00,7450
7324/7-2,MDT ,          ,731.5,0.0,OIL,,2017-03-13 00:00:00,7450
7324/7-3 S,DST ,          ,803.0,0.0,OIL,,2016-08-11 00:00:00,7875
7324/7-3 S,DST ,          ,2232.49,1771.03,OIL,,2016-08-11 00:00:00,7875
7324/8-1,MDT ,          ,664.0,0.0,OIL,,2015-07-20 00:00:00,7221
7324/8-1,MDT ,          ,678.0,0.0,OIL,,2015-07-20 00:00:00,7221
9/2-1,DST ,TEST3     ,3177.0,3210.0, ,1987-04-20 00:00:00,1991-10-01 00:00:00,1038
9/2-3,DST ,TEST1     ,3258.0,3268.0, ,1990-01-29 05:55:00,1991-10-01 00:00:00,1294
